# q1,q2,q3
8.348493462359992678e-01,-1.374139385042123074e+00,-1.622040837240340538e-02
8.345988955243722751e-01,-1.374133895384169968e+00,-1.622045797652833451e-02
8.343031576170060193e-01,-1.374130628847978874e+00,-1.619130636222437802e-02
8.339745521058340438e-01,-1.374130343735229909e+00,-1.611802586948211935e-02
8.336224825511225900e-01,-1.374133596980462890e+00,-1.598664349188636674e-02
8.332540413898685827e-01,-1.374140678277215866e+00,-1.578495286968703559e-02
8.328745484991765258e-01,-1.374151575637326594e+00,-1.550301320235120302e-02
8.324879634440834897e-01,-1.374165965916733345e+00,-1.513340875130595592e-02
8.320972017390675379e-01,-1.374183224635554312e+00,-1.467132779754059396e-02
8.317043780866351099e-01,-1.374202450175453283e+00,-1.411450808047601257e-02
8.313109939719172115e-01,-1.374222498149447524e+00,-1.346308623076582743e-02
8.309180827621525101e-01,-1.374242022399898788e+00,-1.271938103052902558e-02
8.305263222594179151e-01,-1.374259519684288167e+00,-1.188763411505839793e-02
8.301361222365801762e-01,-1.374273375653110696e+00,-1.097372668066472559e-02
8.297476926616649262e-01,-1.374281910209586233e+00,-9.984886657853566869e-03
8.293610969409737077e-01,-1.374283420768254160e+00,-8.929397469023008307e-03
8.289762934767896940e-01,-1.374276222301497041e+00,-7.816316773062990594e-03
8.285931680579521341e-01,-1.374258683383031698e+00,-6.655211391248791464e-03
8.282115590174383701e-01,-1.374229257709342678e+00,-5.455912817053170175e-03
8.278312766521301880e-01,-1.374186510808121486e+00,-4.228296261638160233e-03
8.274521180695841860e-01,-1.374129141831278211e+00,-2.982085015424924997e-03
8.270738783772556557e-01,-1.374056000483248718e+00,-1.726680964201669647e-03
8.266963589404543455e-01,-1.373966099257161844e+00,-4.710213449331502548e-04
8.263193732907713196e-01,-1.373858621245781952e+00,7.765387713464808397e-04
8.259427511552200896e-01,-1.373732923864559696e+00,2.008319251270772147e-03
8.255663409893041482e-01,-1.373588538873846687e+00,3.217384269299791450e-03
8.251900113283577864e-01,-1.373425169119339317e+00,4.397589892636446021e-03
8.248136512162073108e-01,-1.373242682426797368e+00,5.543611694369111192e-03
8.244371699251403784e-01,-1.373041103091439785e+00,6.650954341501979193e-03
8.240604961439491616e-01,-1.372820601396339102e+00,7.715945183195757270e-03
8.236835767797153762e-01,-1.372581481579542295e+00,8.735713896511924578e-03
8.233063754927921751e-01,-1.372324168648277665e+00,9.708160238901641925e-03
8.229288710622245651e-01,-1.372049194412004791e+00,1.063191191441507054e-02
8.225510556599732181e-01,-1.371757183075577258e+00,1.150627448931515646e-02
8.222832935287641698e-01,-1.371451197775143127e+00,1.233011228293810074e-02
8.219880816470315210e-01,-1.371129602722856999e+00,1.309724777770354676e-02
8.217813738565231674e-01,-1.370794248701900697e+00,1.380358899445273228e-02
8.215309395256601421e-01,-1.370443676198921157e+00,1.444184650325762952e-02
8.212464148653760843e-01,-1.370077667693513135e+00,1.500947993643813455e-02
8.210461367972765601e-01,-1.369699702291468091e+00,1.550650011326433833e-02
8.207991772142789744e-01,-1.369308907961428678e+00,1.592993674746795429e-02
8.205159960106009898e-01,-1.368905490253058410e+00,1.628143077310991935e-02
8.203154283525622148e-01,-1.368493223487478927e+00,1.656490138523957281e-02
8.200672157019939235e-01,-1.368071616105454913e+00,1.678080145296006673e-02
8.198920775647274839e-01,-1.367643225917807737e+00,1.693286564744787143e-02
8.196622000644485651e-01,-1.367207637738949488e+00,1.702169006307672344e-02
8.193901783577604014e-01,-1.366765306769287536e+00,1.705258017940868009e-02
8.190864964918002089e-01,-1.366318003844979589e+00,1.703386268382941354e-02
8.187591690162684399e-01,-1.365867519533652930e+00,1.697587279228408505e-02
8.184143216380568298e-01,-1.365415575187921338e+00,1.688990881993776560e-02
8.180566348706391766e-01,-1.364963758403064276e+00,1.678744775628758512e-02
8.176896816777755594e-01,-1.364513477233818328e+00,1.667956964224310765e-02
8.173161847135439473e-01,-1.364065930369742219e+00,1.657654848977898471e-02
8.169382125770181524e-01,-1.363622090682750754e+00,1.648757581690300789e-02
8.165573298029911165e-01,-1.363182699783626939e+00,1.642058937562733759e-02
8.161747117456924494e-01,-1.362748271453331439e+00,1.638218477160889933e-02
8.157912328074190533e-01,-1.362319102042910623e+00,1.637759174378592211e-02
8.154075344114701807e-01,-1.361895286157869034e+00,1.641070013913121725e-02
8.150240775618935452e-01,-1.361476736155604605e+00,1.648412326706683029e-02
8.146411836523012040e-01,-1.361063204185575470e+00,1.659928848869294399e-02
8.142590662920464739e-01,-1.360654305689755761e+00,1.675654669142661105e-02
8.138778562416822959e-01,-1.360249543454734145e+00,1.695529379769798034e-02
8.134976210386088979e-01,-1.359848331466040561e+00,1.719409871565864487e-02
8.131183805083812555e-01,-1.359450017959825008e+00,1.747083320494642600e-02
8.127401190669644171e-01,-1.359053907196998479e+00,1.778280003554098126e-02
8.123627955011941681e-01,-1.358659279600729963e+00,1.812685658906778782e-02
8.119863507511979606e-01,-1.358265410000263573e+00,1.849953171030836035e-02
8.116107140961247302e-01,-1.357871583813019756e+00,1.889713417865908004e-02
8.112358080530045479e-01,-1.357477111073589704e+00,1.931585164817921016e-02
8.108615522301325651e-01,-1.357081338283306016e+00,1.975183931160074888e-02
8.104878663251634530e-01,-1.356683658108426282e+00,2.020129788731111348e-02
8.101146724196582882e-01,-1.356283516999447603e+00,2.066054081650369606e-02
8.097418966928036088e-01,-1.355880420839556955e+00,2.112605079693239893e-02
8.093694706549220408e-01,-1.355473938757593366e+00,2.159452597562331461e-02
8.089973319843539734e-01,-1.355063705260992402e+00,2.206291628039126415e-02
8.087349487057781117e-01,-1.354651899811424087e+00,2.252754286178416596e-02
8.084458190710941405e-01,-1.354235749177030490e+00,2.297900049963502028e-02
8.081354938792796316e-01,-1.353813774390243863e+00,2.341104641728118663e-02
8.078090648715740008e-01,-1.353385933911845029e+00,2.381980563337941781e-02
8.075797947067443472e-01,-1.352954802120246880e+00,2.420259038310845420e-02
8.073143842908919732e-01,-1.352518175870421668e+00,2.455212277669893348e-02
8.071299897756407660e-01,-1.352077521989111464e+00,2.486428553517914392e-02
8.070049435274077032e-01,-1.351631460007270746e+00,2.513137819912756102e-02
8.068159553978907494e-01,-1.351179103656500624e+00,2.534347257670393691e-02
8.065776479390847076e-01,-1.350719934995371130e+00,2.549785170198243939e-02
8.063020336440607228e-01,-1.350254970641699304e+00,2.559659145183504694e-02
8.059982939856976669e-01,-1.349785454182100164e+00,2.564528048244227310e-02
8.056734492968783412e-01,-1.349312740258046039e+00,2.565175316690980478e-02
8.054418663089560892e-01,-1.348840449808683895e+00,2.562434626947603447e-02
8.051718819731512600e-01,-1.348367665155507655e+00,2.556555701021691329e-02
8.048721783825226739e-01,-1.347894278475034513e+00,2.548089428527108846e-02
8.045502595829098214e-01,-1.347421439486684580e+00,2.537748945467186573e-02
8.042118538765840041e-01,-1.346950266089313564e+00,2.526349654246381679e-02
8.038613305156951938e-01,-1.346481784966887973e+00,2.514737110572585685e-02
8.035020188501881266e-01,-1.346016891380766856e+00,2.503734216430473364e-02
8.031364513477627920e-01,-1.345556322877142774e+00,2.494103793763442767e-02
8.027665488701930530e-01,-1.345100644614953822e+00,2.486523335209879851e-02
8.023937621460739411e-01,-1.344650244227780789e+00,2.481569355984724126e-02
8.020191800034379703e-01,-1.344205334339849678e+00,2.479709264048417239e-02
8.016436123640963141e-01,-1.343765961061518244e+00,2.481299056147076576e-02
8.012676540586701757e-01,-1.343332016989118083e+00,2.486585459323362168e-02
8.008917340481532809e-01,-1.342903257424669095e+00,2.495711389206772129e-02
8.005161535215082891e-01,-1.342479318710695368e+00,2.508723801380409804e-02
8.001411154934680026e-01,-1.342059737742836267e+00,2.525583180589849319e-02
7.997667478872020341e-01,-1.341643971877376940e+00,2.546174052189174170e-02
7.995020000681755112e-01,-1.341233906567756984e+00,2.570238533785294821e-02
7.992112762710473772e-01,-1.340826364132864379e+00,2.596829542039837818e-02
7.989001060825594580e-01,-1.340419347213398504e+00,2.625260953909272846e-02
7.985735610717706878e-01,-1.340012251574018487e+00,2.655021105866655837e-02
7.982354923984422701e-01,-1.339604610478384306e+00,2.685751737828768332e-02
7.978888215332199385e-01,-1.339196061695786755e+00,2.717204480062857322e-02
7.975357632233257554e-01,-1.338786323083763996e+00,2.749208121456137369e-02
7.971779948533734839e-01,-1.338375173101312043e+00,2.781644242400850911e-02
7.968167851348905151e-01,-1.337962435521041771e+00,2.814429278163303044e-02
7.964530919349096516e-01,-1.337547967671135263e+00,2.847501515080792106e-02
7.960876366813541827e-01,-1.337131651601762616e+00,2.880811857852197053e-02
7.957209609845110609e-01,-1.336713387637508799e+00,2.914317465264426588e-02
7.953534697507326223e-01,-1.336293089843877180e+00,2.947977552072473736e-02
7.949854640312902232e-01,-1.335870682999776182e+00,2.981750810204323796e-02
7.946171660661760505e-01,-1.335446100727630814e+00,3.015594023464836584e-02
7.942487383890730612e-01,-1.335019284487565683e+00,3.049461544429426380e-02
7.938802984098134452e-01,-1.334590183191615598e+00,3.083305376312087814e-02
7.935119295496358971e-01,-1.334158753238054551e+00,3.117075660884176605e-02
7.931436897460628632e-01,-1.333724958804813232e+00,3.150721419537005213e-02
7.927756179482720045e-01,-1.333288772274846545e+00,3.184191431018912333e-02
7.924077390752762851e-01,-1.332850174695533463e+00,3.217435158301751308e-02
7.920400677965703240e-01,-1.332409156199125144e+00,3.250403660029564656e-02
7.916726114094512212e-01,-1.331965716332290217e+00,3.283050440297043127e-02
7.913053720223756082e-01,-1.331519864260321206e+00,3.315332205044210084e-02
7.909383482044789471e-01,-1.331071618825956593e+00,3.347209504873636943e-02
7.905715362239716937e-01,-1.330621008454385690e+00,3.378647253174465320e-02
7.902049309696680401e-01,-1.330168070905184408e+00,3.409615115528751711e-02
7.898385266282313966e-01,-1.329712852878998319e+00,3.440087771842251230e-02
7.894723171731848899e-01,-1.329255409492021478e+00,3.470045056774419268e-02
7.891062967090965996e-01,-1.328795803635002937e+00,3.499471987076917950e-02
7.887404597046628885e-01,-1.328334105235866147e+00,3.528358686579602388e-02
7.883748011409694723e-01,-1.327870390446286297e+00,3.556700220947998925e-02
7.880093165954669132e-01,-1.327404740772921254e+00,3.584496355110720900e-02
7.876440022777509986e-01,-1.326937242173615861e+00,3.611751246532418635e-02
7.872788550297777910e-01,-1.326467984137944756e+00,3.638473087384209298e-02
7.869138723004409641e-01,-1.325997058770072012e+00,3.664673708221773130e-02
7.866571639714419195e-01,-1.325527149873297672e+00,3.690305444204516894e-02
7.863740659283932066e-01,-1.325055687577662900e+00,3.714647742320243556e-02
7.861781291921725590e-01,-1.324584011113756121e+00,3.737245363529283909e-02
7.860462211235926810e-01,-1.324110353173326704e+00,3.757173670117267689e-02
7.858551716771754458e-01,-1.323633248385771788e+00,3.773209810973492118e-02
7.856184087708857344e-01,-1.323151777772217041e+00,3.784860057140197742e-02
7.854548799303241458e-01,-1.322669032854175919e+00,3.792048249257553433e-02
7.852387195776062701e-01,-1.322183385615280038e+00,3.794360124045517701e-02
7.849818942867541338e-01,-1.321694534752032135e+00,3.791948812727102824e-02
7.846944020606027026e-01,-1.321203619035325794e+00,3.785320768561454413e-02
7.843838805556174743e-01,-1.320711895425057181e+00,3.775231836439106592e-02
7.840561647231647502e-01,-1.320220642480537609e+00,3.762579922163419160e-02
7.837157127548008972e-01,-1.319731087953922577e+00,3.748323275792626863e-02
7.833659299028099543e-01,-1.319244354872560310e+00,3.733419328634487999e-02
7.830094148516050234e-01,-1.318761423491455531e+00,3.718779994206364292e-02
7.826481473582956871e-01,-1.318283106693876494e+00,3.705240157445568311e-02
7.822836313555041610e-01,-1.317810036619418979e+00,3.693536708044295458e-02
7.819170042756075079e-01,-1.317342660504223772e+00,3.684295967774661729e-02
7.815491207495242065e-01,-1.316881243922127798e+00,3.678027751706709758e-02
7.811806168553966367e-01,-1.316425879814465905e+00,3.675124614427497521e-02
7.808119595918294742e-01,-1.315976501887355044e+00,3.675865083473173200e-02
7.804434851120957140e-01,-1.315532901136755584e+00,3.680419887138442619e-02
7.800754283929236532e-01,-1.315094744432198759e+00,3.688860353014449672e-02
7.797079463580832703e-01,-1.314661594249034726e+00,3.701168294763295535e-02
7.793411359827667750e-01,-1.314232928785930232e+00,3.717246823540606288e-02
7.789750485315088957e-01,-1.313808161838952770e+00,3.736931621455030772e-02
7.786097008009899012e-01,-1.313386661925886711e+00,3.760002300769330064e-02
7.782450840273414938e-01,-1.312967770264611422e+00,3.786193546684473582e-02
7.778811709585961021e-01,-1.312550817307686302e+00,3.815205805415566864e-02
7.775179214737903965e-01,-1.312135137622141068e+00,3.846715334355639559e-02
7.771552870411129188e-01,-1.311720082979313418e+00,3.880383478609988196e-02
7.767932142408916496e-01,-1.311305033584989621e+00,3.915865079020732636e-02
7.764316475294533726e-01,-1.310889407435668952e+00,3.952815951769045322e-02
7.760705313826541385e-01,-1.310472667833175731e+00,3.990899409393820763e-02
7.757098119299178363e-01,-1.310054329127748884e+00,4.029791818156180233e-02
7.753494381684920000e-01,-1.309633960789876150e+00,4.069187207590816563e-02
7.749893628315144278e-01,-1.309211189934228914e+00,4.108800965242090375e-02
7.746295429710300384e-01,-1.308785702435792953e+00,4.148372663364598145e-02
7.742699403073151077e-01,-1.308357242789424113e+00,4.187668075118962385e-02
7.740179059315737131e-01,-1.307928312918963609e+00,4.226431867452867114e-02
7.737396671983178820e-01,-1.307495976450896880e+00,4.263725024278210152e-02
7.735479773122529989e-01,-1.307061487760557084e+00,4.298932632220909406e-02
7.734198357264394641e-01,-1.306622911499929929e+00,4.330975853618842381e-02
7.733385259369378595e-01,-1.306179362628068663e+00,4.358500433348513892e-02
7.731858246230858267e-01,-1.305729362577338071e+00,4.380084377415132540e-02
7.729781231512533601e-01,-1.305272184601724783e+00,4.395218682942830107e-02
7.728358096014036338e-01,-1.304811244149921556e+00,4.403948139525627747e-02
7.726357694143474175e-01,-1.304345232515337294e+00,4.406018427263206499e-02
7.723912333142234354e-01,-1.303874230778300669e+00,4.401817480786868186e-02
7.722200749072608561e-01,-1.303402189160558944e+00,4.392083722336526802e-02
7.721028000797269808e-01,-1.302928868063448098e+00,4.377098052487144592e-02
7.719201389859184914e-01,-1.302454355980339429e+00,4.356776927097814195e-02
7.717941188370054384e-01,-1.301981233147305073e+00,4.331694125602087581e-02
7.716042143443356816e-01,-1.301508756660357591e+00,4.302046836003359243e-02
7.713653587981678106e-01,-1.301037246355330801e+00,4.268632387934266637e-02
7.710927516715914143e-01,-1.300571358416270140e+00,4.232474033911889227e-02
7.707920944730928259e-01,-1.300109151003847385e+00,4.194976223373323571e-02
7.704706958423129803e-01,-1.299652258139166072e+00,4.157501521844966103e-02
7.701341297246613316e-01,-1.299202108838325431e+00,4.121385971205062532e-02
7.697866360285292586e-01,-1.298759873559802935e+00,4.087873060776751888e-02
7.694314326882466526e-01,-1.298326439407433419e+00,4.058068686245284995e-02
7.690709535360380489e-01,-1.297902401212661205e+00,4.032912910741237589e-02
7.687070299093404779e-01,-1.297488065404308610e+00,4.013164910032358118e-02
7.683410295921441202e-01,-1.297083463913889734e+00,3.999398153299049685e-02
7.679739633861002446e-01,-1.296688375676559923e+00,3.992003408330872805e-02
7.676065671001700563e-01,-1.296302353589605216e+00,3.991197595210513316e-02
7.672393648461417470e-01,-1.295924755078328827e+00,3.997036868511047447e-02
7.668727180866588000e-01,-1.295554774690629740e+00,4.009432601800851786e-02
7.665068637923505568e-01,-1.295191477394649127e+00,4.028169192641828378e-02
7.661419442413108793e-01,-1.294833831487368858e+00,4.052922810958099753e-02
7.657780303735292060e-01,-1.294480740235280036e+00,4.083280386017233698e-02
7.654151401460672632e-01,-1.294131071560943091e+00,4.118758272983360363e-02
7.650532529844661367e-01,-1.293783685261520988e+00,4.158820163499984957e-02
7.646923211635561213e-01,-1.293437457397595303e+00,4.202893909540028616e-02
7.643322787547610631e-01,-1.293091301623429556e+00,4.250387018625533669e-02
7.639730486305701396e-01,-1.292744187344177842e+00,4.300700653744946034e-02
7.636145479074913922e-01,-1.292395154682399294e+00,4.353242034750561679e-02
7.632566921269640092e-01,-1.292043326316758334e+00,4.407435191253753631e-02
7.628993984122064420e-01,-1.291687916321221374e+00,4.462730061351231903e-02
7.625425877924307816e-01,-1.291328236184682732e+00,4.518609967011613660e-02
7.621861868502568527e-01,-1.290963698230083390e+00,4.574597526566968192e-02
7.618301288205642230e-01,-1.290593816680047912e+00,4.630259088298012415e-02
7.614743542472702797e-01,-1.290218206634140108e+00,4.685207787279394021e-02
7.611188112870620470e-01,-1.289836581232300050e+00,4.739105341084613732e-02
7.607634557348279536e-01,-1.289448747281066288e+00,4.791662709193562214e-02
7.604082508336437174e-01,-1.289054599614968044e+00,4.842639746501441189e-02
7.600531669221156639e-01,-1.288654114456054156e+00,4.891843983655715794e-02
7.596981809632930016e-01,-1.288247342020917063e+00,4.939128666473596024e-02
7.593432759919546138e-01,-1.287834398607685449e+00,4.984390183813994235e-02
7.590949368818616927e-01,-1.287418241396985019e+00,5.027534735751610501e-02
7.589253852080422025e-01,-1.286997118576149735e+00,5.067774347116999617e-02
7.588142473028398616e-01,-1.286570182221619341e+00,5.103869769868962097e-02
7.586413115367696136e-01,-1.286135780417994923e+00,5.134375441207846003e-02
7.585269274014833085e-01,-1.285695749583043668e+00,5.158676893452767559e-02
7.583502658606091629e-01,-1.285248140380960802e+00,5.175933811079130170e-02
7.582317532993271270e-01,-1.284795323578084680e+00,5.186069241108960670e-02
7.580508688712130905e-01,-1.284336002935230203e+00,5.188721860652698026e-02
7.579280428706295369e-01,-1.283872926923445457e+00,5.184247143278609277e-02
7.577429783560500898e-01,-1.283405260030893835e+00,5.172652597131152663e-02
7.575100667215894923e-01,-1.282933508554011004e+00,5.154627787516008475e-02
7.573471328887168008e-01,-1.282462035542638157e+00,5.131229360026932917e-02
7.571312867734729668e-01,-1.281990348257177281e+00,5.102965018031908190e-02
7.568747795280801327e-01,-1.281518974770525787e+00,5.070843850653939527e-02
7.565910036224494650e-01,-1.281052784477180850e+00,5.036012336875726747e-02
7.562838231210173845e-01,-1.280589842234793663e+00,4.999934120878005150e-02
7.559593750991541183e-01,-1.280131824709550115e+00,4.963986090941210905e-02
7.556223401429085218e-01,-1.279680173755796124e+00,4.929488451113611669e-02
7.552762771283099141e-01,-1.279236053389971151e+00,4.897649472393054981e-02
7.549238855978310792e-01,-1.278800333838103986e+00,4.869528583554788570e-02
7.545672057541347177e-01,-1.278373589393344334e+00,4.846014202122182063e-02
7.542077711498990089e-01,-1.277956107316427836e+00,4.827813133610425050e-02
7.538467255145601120e-01,-1.277547905318292987e+00,4.815448941808924549e-02
7.534849123777482838e-01,-1.277148755441845918e+00,4.809267156359785939e-02
7.531229440383493401e-01,-1.276758212429549566e+00,4.809445561314835277e-02
7.527612548272960558e-01,-1.276375644921780461e+00,4.816008118885073408e-02
7.524001423995737570e-01,-1.276000268075235589e+00,4.828841340522144199e-02
7.520397998737764489e-01,-1.275631176419275592e+00,4.847712133485492653e-02
7.516803409451862095e-01,-1.275267375979679096e+00,4.872286333210178177e-02
7.513218195768168739e-01,-1.274907814893058600e+00,4.902147286228063228e-02
7.509642454809499768e-01,-1.274551411910720855e+00,4.936813979824799387e-02
7.506075963098918225e-01,-1.274197082347984233e+00,4.975758326713112384e-02
7.502518272549357770e-01,-1.273843761174086486e+00,5.018421308677514098e-02
7.498968785884407851e-01,-1.273490423059322918e+00,5.064227764730901138e-02
7.495426815615509053e-01,-1.273136099300604673e+00,5.112599678720468332e-02
7.491891629787371665e-01,-1.272779891635084759e+00,5.162967880097404927e-02
7.488362487020122638e-01,-1.272420983024853625e+00,5.214782121032425499e-02
7.484838662862902670e-01,-1.272058645555033785e+00,5.267519534324592578e-02
7.481319469084231066e-01,-1.271692245634078677e+00,5.320691510560105614e-02
7.477804267225872659e-01,-1.271321246719880449e+00,5.373849060547809114e-02
7.474292477514573596e-01,-1.270945209819649868e+00,5.426586750903007739e-02
7.470783584042006709e-01,-1.270563792026636385e+00,5.478545317402211401e-02
7.468335427305007324e-01,-1.270179632924269386e+00,5.529396377834892157e-02
7.466671628210785894e-01,-1.269790565409400163e+00,5.578107660941726553e-02
7.465589518671444935e-01,-1.269395378665991059e+00,5.623207464538291372e-02
7.464935167240202007e-01,-1.268992948734321446e+00,5.663064423423809501e-02
7.464591822585757708e-01,-1.268582375435885812e+00,5.696067268472269213e-02
7.464471131652520297e-01,-1.268163073592580847e+00,5.720750029168284595e-02
7.464506443390129808e-01,-1.267734824487456891e+00,5.735874655567616692e-02
7.464647697617647903e-01,-1.267297795421158169e+00,5.740480501259272866e-02
7.464857519835953470e-01,-1.266852534297347788e+00,5.733908209088444535e-02
7.465108234385146035e-01,-1.266399945274860439e+00,5.715804061749801823e-02
7.465379577586229720e-01,-1.265941250680640007e+00,5.686109697283018433e-02
7.465656944892498093e-01,-1.265477943596160282e+00,5.645041167279769845e-02
7.465930045750127642e-01,-1.265011734815953748e+00,5.593060574703533072e-02
7.466191869956275706e-01,-1.264544497231524289e+00,5.530842924901978319e-02
