# tau1,tau2,tau3
1.234415065758697239e+01,3.460759225412875395e+00,9.219917915842593681e-01
1.234313358641980329e+01,3.461131458070549893e+00,9.221529647684024722e-01
1.234211665921862533e+01,3.461504349455298168e+00,9.223139372490893884e-01
1.234109987637089212e+01,3.461877899444624429e+00,9.224747089601190719e-01
1.234008323826435571e+01,3.462252107915709587e+00,9.226352798352702722e-01
1.233906674528725489e+01,3.462626974745445896e+00,9.227956498083578207e-01
1.233805039782807356e+01,3.463002499810341472e+00,9.229558188131570251e-01
1.233703419627567754e+01,3.463378682986536727e+00,9.231157867834554054e-01
1.233601814101937677e+01,3.463755524149905174e+00,9.232755536530619089e-01
1.233500223244864813e+01,3.464133023175897552e+00,9.234351193557112092e-01
1.233398647095359557e+01,3.464511179939713692e+00,9.235944838252225786e-01
1.233297085692439587e+01,3.464889994316080468e+00,9.237536469953306906e-01
1.233195539075184399e+01,3.465269466179528468e+00,9.239126087998222880e-01
1.233094007282688409e+01,3.465649595404132643e+00,9.240713691724277146e-01
1.232992490354100212e+01,3.466030381863719256e+00,9.242299280469010725e-01
1.232890988328599846e+01,3.466411825431749083e+00,9.243882853569960201e-01
1.232789501245392216e+01,3.466793925981291657e+00,9.245464410364033769e-01
1.232688029143740671e+01,3.467176683385148728e+00,9.247043950188836847e-01
1.232586572062934849e+01,3.467560097515781425e+00,9.248621472381385322e-01
1.232485130042293342e+01,3.467944168245258307e+00,9.250196976278373118e-01
1.232383703121191765e+01,3.468328895445367710e+00,9.251770461217082575e-01
1.232282291339028646e+01,3.468714278987550692e+00,9.253341926534102146e-01
1.232180894735243371e+01,3.469100318742916578e+00,9.254911371565957001e-01
1.232079513349314936e+01,3.469487014582187001e+00,9.256478795649276670e-01
1.231978147220772790e+01,3.469874366375909513e+00,9.258044198120615187e-01
1.231876796389153661e+01,3.470262373994069893e+00,9.259607578315731669e-01
1.231775460894074747e+01,3.470651037306540232e+00,9.261168935571421068e-01
1.231674140775149873e+01,3.471040356182706343e+00,9.262728269222814115e-01
1.231572836072073152e+01,3.471430330491762639e+00,9.264285578606563654e-01
1.231471546824530172e+01,3.471820960102365738e+00,9.265840863057306365e-01
1.231370273072299959e+01,3.472212244883135401e+00,9.267394121911399774e-01
1.231269014855159583e+01,3.472604184702093644e+00,9.268945354503687062e-01
1.231167772212942246e+01,3.472996779427107494e+00,9.270494560169200149e-01
1.231066545185519168e+01,3.473390028925617212e+00,9.272041738243026465e-01
1.230965333812802953e+01,3.473783933064802376e+00,9.273586888059763833e-01
1.230864138134744401e+01,3.474178491711491734e+00,9.275130008954013405e-01
1.230762958191338718e+01,3.474573704732199619e+00,9.276671100260119873e-01
1.230661794022609890e+01,3.474969571993070439e+00,9.278210161311920556e-01
1.230560645668639452e+01,3.475366093359995467e+00,9.279747191443586951e-01
1.230459513169540031e+01,3.475763268698516928e+00,9.281282189988725451e-01
1.230358396565464396e+01,3.476161097873826655e+00,9.282815156280601609e-01
1.230257295896613812e+01,3.476559580750839373e+00,9.284346089652629752e-01
1.230156211203226846e+01,3.476958717194143400e+00,9.285874989437711280e-01
1.230055142525576706e+01,3.477358507067948690e+00,9.287401854968339032e-01
1.229954089903989711e+01,3.477758950236211621e+00,9.288926685577154618e-01
1.229853053378833572e+01,3.478160046562562613e+00,9.290449480596439935e-01
1.229752032990507082e+01,3.478561795910271481e+00,9.291970239357887351e-01
1.229651028779462862e+01,3.478964198142315389e+00,9.293488961193401288e-01
1.229550040786190834e+01,3.479367253121377512e+00,9.295005645434146757e-01
1.229449069051227994e+01,3.479770960709814176e+00,9.296520291411423109e-01
1.229348113615145088e+01,3.480175320769615777e+00,9.298032898455933504e-01
1.229247174518567576e+01,3.480580333162552442e+00,9.299543465898156835e-01
1.229146251802157508e+01,3.480985997749978633e+00,9.301051993068500945e-01
1.229045345506618858e+01,3.481392314393006782e+00,9.302558479296699767e-01
1.228944455672706582e+01,3.481799282952431795e+00,9.304062923912423955e-01
1.228843582341207963e+01,3.482206903288649791e+00,9.305565326244905622e-01
1.228742725552963222e+01,3.482615175261860152e+00,9.307065685623050477e-01
1.228641885348861607e+01,3.483024098731914542e+00,9.308564001375724262e-01
1.228541061769818121e+01,3.483433673558290700e+00,9.310060272830918970e-01
1.228440254856817759e+01,3.483843899600272298e+00,9.311554499316895273e-01
1.228339464650860258e+01,3.484254776716701141e+00,9.313046680160814716e-01
1.228238691193020493e+01,3.484666304766214751e+00,9.314536814690359545e-01
1.228137934524395902e+01,3.485078483607085609e+00,9.316024902232148408e-01
1.228037194686139522e+01,3.485491313097322852e+00,9.317510942112680050e-01
1.227936471719450751e+01,3.485904793094579013e+00,9.318994933658276691e-01
1.227835765665573398e+01,3.486318923456271701e+00,9.320476876194586646e-01
1.227735076565785910e+01,3.486733704039365556e+00,9.321956769046917390e-01
1.227634404461434592e+01,3.487149134700732844e+00,9.323434611540384331e-01
1.227533749393887597e+01,3.487565215296728471e+00,9.324910402999320169e-01
1.227433111404586263e+01,3.487981945683605201e+00,9.326384142748299633e-01
1.227332490534989340e+01,3.488399325717110866e+00,9.327855830110654001e-01
1.227231886826626095e+01,3.488817355252823216e+00,9.329325464410109792e-01
1.227131300321060081e+01,3.489236034146019794e+00,9.330793044969234451e-01
1.227030731059907254e+01,3.489655362251596227e+00,9.332258571110794154e-01
1.226930179084829575e+01,3.490075339424197232e+00,9.333722042156804566e-01
1.226829644437531108e+01,3.490495965518161547e+00,9.335183457428688492e-01
1.226729127159779686e+01,3.490917240387577003e+00,9.336642816247903154e-01
1.226628627293370499e+01,3.491339163886107766e+00,9.338100117935030919e-01
1.226528144880156823e+01,3.491761735867223049e+00,9.339555361810168987e-01
1.226427679962046113e+01,3.492184956184090971e+00,9.341008547193343503e-01
1.226327232580980287e+01,3.492608824689483082e+00,9.342459673403710196e-01
1.226226802778962188e+01,3.493033341236002176e+00,9.343908739760179438e-01
1.226126390598038718e+01,3.493458505675894887e+00,9.345355745581078732e-01
1.226025996080305980e+01,3.493884317861104538e+00,9.346800690184271510e-01
1.225925619267911237e+01,3.494310777643311550e+00,9.348243572887139363e-01
1.225825260203042788e+01,3.494737884873801992e+00,9.349684393006449934e-01
1.225724918927954299e+01,3.495165639403744251e+00,9.351123149858661110e-01
1.225624595484933010e+01,3.495594041083853298e+00,9.352559842759479158e-01
1.225524289916331000e+01,3.496023089764655367e+00,9.353994471024366097e-01
1.225424002264530188e+01,3.496452785296273458e+00,9.355427033967763650e-01
1.225323732571996160e+01,3.496883127528690238e+00,9.356857530904517661e-01
1.225223480881200366e+01,3.497314116311423415e+00,9.358285961147546628e-01
1.225123247234711066e+01,3.497745751493880562e+00,9.359712324010682760e-01
1.225023031675113394e+01,3.498178032925028269e+00,9.361136618806062959e-01
1.224922834245056436e+01,3.498610960453585328e+00,9.362558844845864092e-01
1.224822654987247894e+01,3.499044533928064471e+00,9.363979001441613548e-01
1.224722493944431534e+01,3.499478753196569869e+00,9.365397087904040463e-01
1.224622351159418088e+01,3.499913618106992530e+00,9.366813103543634167e-01
1.224522226675061454e+01,3.500349128506928587e+00,9.368227047670050212e-01
1.224422120534264025e+01,3.500785284243643769e+00,9.369638919592195858e-01
1.224322032779994451e+01,3.501222085164175102e+00,9.371048718618909534e-01
1.224221963455260465e+01,3.501659531115230983e+00,9.372456444057910563e-01
1.224121912603125573e+01,3.502097621943213834e+00,9.373862095216473067e-01
1.224021880266721141e+01,3.502536357494380415e+00,9.375265671401563639e-01
1.223921866489198784e+01,3.502975737614470564e+00,9.376667171918687815e-01
1.223821871313809240e+01,3.503415762149187707e+00,9.378066596074041694e-01
1.223721894783807329e+01,3.503856430943759648e+00,9.379463943171568729e-01
1.223621936942544686e+01,3.504297743843246327e+00,9.380859212516082790e-01
1.223521997833402608e+01,3.504739700692393711e+00,9.382252403410806796e-01
1.223422077499811422e+01,3.505182301335576067e+00,9.383643515158321957e-01
1.223322175985286009e+01,3.505625545617093053e+00,9.385032547061267216e-01
1.223222293333361677e+01,3.506069433380745615e+00,9.386419498420712770e-01
1.223122429587654203e+01,3.506513964470202360e+00,9.387804368537822075e-01
1.223022584791816136e+01,3.506959138728763303e+00,9.389187156712438531e-01
