# tau1,tau2,tau3
1.233608642015438583e+01,4.253655305566161893e+00,9.779690244495098383e-01
1.233527302085289179e+01,4.254724414672480748e+00,9.779045063871513177e-01
1.233446160692074400e+01,4.255794393094276984e+00,9.778392709258236781e-01
1.233365218503230132e+01,4.256865239112499921e+00,9.777733168078198700e-01
1.233284476188679868e+01,4.257936950998144177e+00,9.777066427711879060e-01
1.233203934420793146e+01,4.259009527011818896e+00,9.776392475495614409e-01
1.233123593874411483e+01,4.260082965403812594e+00,9.775711298722067344e-01
1.233043455226906282e+01,4.261157264414322299e+00,9.775022884641524357e-01
1.232963519158124654e+01,4.262232422272960619e+00,9.774327220459985144e-01
1.232883786350448929e+01,4.263308437199056833e+00,9.773624293340432700e-01
1.232804257488805533e+01,4.264385307401542313e+00,9.772914090403105325e-01
1.232724933260664990e+01,4.265463031078854605e+00,9.772196598724460781e-01
1.232645814356060043e+01,4.266541606418893018e+00,9.771471805338102223e-01
1.232566901467610876e+01,4.267621031599070136e+00,9.770739697234713805e-01
1.232488195290518185e+01,4.268701304786076456e+00,9.770000261361594385e-01
1.232409696522585385e+01,4.269782424136002064e+00,9.769253484623170447e-01
1.232331405864238327e+01,4.270864387794170547e+00,9.768499353880789604e-01
1.232253324018518015e+01,4.271947193895073269e+00,9.767737855952727255e-01
1.232175451691114354e+01,4.273030840562420885e+00,9.766968977614397529e-01
1.232097789590356562e+01,4.274115325908883101e+00,9.766192705597885881e-01
1.232020338427259176e+01,4.275200648036324047e+00,9.765409026593048214e-01
1.231943098915473556e+01,4.276286805035291572e+00,9.764617927245698992e-01
1.231866071771365512e+01,4.277373794985386724e+00,9.763819394159491960e-01
1.231789257713990793e+01,4.278461615954955555e+00,9.763013413894831016e-01
1.231712657465098637e+01,4.279550266000982539e+00,9.762199972968911288e-01
1.231636271749178668e+01,4.280639743169278866e+00,9.761379057856621744e-01
1.231560101293427500e+01,4.281730045493996606e+00,9.760550654988993102e-01
1.231484146827795634e+01,4.282821170997916482e+00,9.759714750754711066e-01
1.231408409084980526e+01,4.283913117692189410e+00,9.758871331499329171e-01
1.231332888800434588e+01,4.285005883576247676e+00,9.758020383525224384e-01
1.231257586712396801e+01,4.286099466637834254e+00,9.757161893092106686e-01
1.231182503561868380e+01,4.287193864852784309e+00,9.756295846416259687e-01
1.231107640092665356e+01,4.288289076185079374e+00,9.755422229671509848e-01
1.231032997051386246e+01,4.289385098586614653e+00,9.754541028988311657e-01
1.230958575187460902e+01,4.290481929997222998e+00,9.753652230454338268e-01
1.230884375253124041e+01,4.291579568344499052e+00,9.752755820113980789e-01
1.230810398003455219e+01,4.292678011543815231e+00,9.751851783968843446e-01
1.230736644196385754e+01,4.293777257498180511e+00,9.750940107977702498e-01
1.230663114592683982e+01,4.294877304098067228e+00,9.750020778056046611e-01
1.230589809955985992e+01,4.295978149221407527e+00,9.749093780076366622e-01
1.230516731052816759e+01,4.297079790733648430e+00,9.748159099868697330e-01
1.230443878652561551e+01,4.298182226487215374e+00,9.747216723219248591e-01
1.230371253527524722e+01,4.299285454321990940e+00,9.746266635872157247e-01
1.230298856452886191e+01,4.300389472064640728e+00,9.745308823527769615e-01
1.230226688206763264e+01,4.301494277529028132e+00,9.744343271844178034e-01
1.230154749570186290e+01,4.302599868515802228e+00,9.743369966436272733e-01
1.230083041327111282e+01,4.303706242812330274e+00,9.742388892875821771e-01
1.230011564264449930e+01,4.304813398192771423e+00,9.741400036692000608e-01
1.229940319172058949e+01,4.305921332417782743e+00,9.740403383371074586e-01
1.229869306842757481e+01,4.307030043234505889e+00,9.739398918356300117e-01
1.229798528072332253e+01,4.308139528376448091e+00,9.738386627048143396e-01
1.229727983659556045e+01,4.309249785563394219e+00,9.737366494804373662e-01
1.229657674406186807e+01,4.310360812501337513e+00,9.736338506939890003e-01
1.229587601116981332e+01,4.311472606882211345e+00,9.735302648726626984e-01
1.229517764599718177e+01,4.312585166384119262e+00,9.734258905394566064e-01
1.229448165665164261e+01,4.313698488670708819e+00,9.733207262129752735e-01
1.229378805127141661e+01,4.314812571391620111e+00,9.732147704076703487e-01
1.229309683802506115e+01,4.315927412182100298e+00,9.731080216336996935e-01
1.229240802511132813e+01,4.317043008662767356e+00,9.730004783969126159e-01
1.229172162075987096e+01,4.318159358439834783e+00,9.728921391989960865e-01
1.229103763323070453e+01,4.319276459104698596e+00,9.727830025373152001e-01
1.229035607081468306e+01,4.320394308234018155e+00,9.726730669050274170e-01
1.228967694183347703e+01,4.321512903389523430e+00,9.725623307910487014e-01
1.228900025463960155e+01,4.322632242117872892e+00,9.724507926800545210e-01
1.228832601761665622e+01,4.323752321950711242e+00,9.723384510525313607e-01
1.228765423917925403e+01,4.324873140404251970e+00,9.722253043846892373e-01
1.228698492777314577e+01,4.325994694979478972e+00,9.721113511485682812e-01
1.228631809187538870e+01,4.327116983161816144e+00,9.719965898119836689e-01
1.228565373999437682e+01,4.328240002421122945e+00,9.718810188385634818e-01
1.228499188066989412e+01,4.329363750211515871e+00,9.717646366877391584e-01
1.228433252247330820e+01,4.330488223971306283e+00,9.716474418147759140e-01
1.228367567400743887e+01,4.331613421122816554e+00,9.715294326707312189e-01
1.228302134390702172e+01,4.332739339072368523e+00,9.714106077025490560e-01
1.228236954083819832e+01,4.333865975209936217e+00,9.712909653529440135e-01
1.228172027349932272e+01,4.334993326909359013e+00,9.711705040605503880e-01
1.228107355062046402e+01,4.336121391527954394e+00,9.710492222598382517e-01
1.228042938096375991e+01,4.337250166406466434e+00,9.709271183811607475e-01
1.227978777332335625e+01,4.338379648868961880e+00,9.708041908507200057e-01
1.227914873652570016e+01,4.339509836222752881e+00,9.706804380906638441e-01
1.227851227942937840e+01,4.340640725758181162e+00,9.705558585190082743e-01
1.227787841092536603e+01,4.341772314748552297e+00,9.704304505497008959e-01
1.227724713993693229e+01,4.342904600449934982e+00,9.703042125926070183e-01
1.227661847541994433e+01,4.344037580101153040e+00,9.701771430535529595e-01
1.227599242636281573e+01,4.345171250923595352e+00,9.700492403343093928e-01
1.227536900178646917e+01,4.346305610121014240e+00,9.699205028326035594e-01
1.227474821074465972e+01,4.347440654879586752e+00,9.697909289421683399e-01
1.227413006232383985e+01,4.348576382367516757e+00,9.696605170527042850e-01
1.227351456564339216e+01,4.349712789735177054e+00,9.695292655499532231e-01
1.227290172985545880e+01,4.350849874114773641e+00,9.693971728156468570e-01
1.227229156414540867e+01,4.351987632620422985e+00,9.692642372276156770e-01
1.227168407773135428e+01,4.353126062347612901e+00,9.691304571596450756e-01
1.227107927986488711e+01,4.354265160373697263e+00,9.689958309817201521e-01
1.227047717983050745e+01,4.355404923757139279e+00,9.688603570598142145e-01
1.226987778694618214e+01,4.356545349537768175e+00,9.687240337560667491e-01
1.226928111056304793e+01,4.357686434736494974e+00,9.685868594287199151e-01
1.226868716006571347e+01,4.358828176355184603e+00,9.684488324321571806e-01
1.226809594487220423e+01,4.359970571376544868e+00,9.683099511169277473e-01
1.226750747443416856e+01,4.361113616764011880e+00,9.681702138297879623e-01
1.226692175823671960e+01,4.362257309461527122e+00,9.680296189136669005e-01
1.226633880579860225e+01,4.363401646393455735e+00,9.678881647077061112e-01
1.226575862667231043e+01,4.364546624464463065e+00,9.677458495473322264e-01
1.226518123044409947e+01,4.365692240559302384e+00,9.676026717641988961e-01
1.226460662673400570e+01,4.366838491542763379e+00,9.674586296862629498e-01
1.226403482519602761e+01,4.367985374259500730e+00,9.673137216378155934e-01
1.226346583551783631e+01,4.369132885533762334e+00,9.671679459394098011e-01
1.226289966742134574e+01,4.370281022169446139e+00,9.670213009080245170e-01
1.226233633066238582e+01,4.371429780949862121e+00,9.668737848569926019e-01
1.226177583503080371e+01,4.372579158637539543e+00,9.667253960960409120e-01
1.226121819035077287e+01,4.373729151974246498e+00,9.665761329313772299e-01
1.226066340648027264e+01,4.374879757680510295e+00,9.664259936655795746e-01
1.226011149331186445e+01,4.376030972455871471e+00,9.662749765977828309e-01
1.225956246077222112e+01,4.377182792978510761e+00,9.661230800236166871e-01
1.225901631882220499e+01,4.378335215905038602e+00,9.659703022352131851e-01
1.225847307745727299e+01,4.379488237870565293e+00,9.658166415213269573e-01
1.225793274670711419e+01,4.380641855488418557e+00,9.656620961672841563e-01
1.225739533663564984e+01,4.381796065349759850e+00,9.655066644549771260e-01
1.225686085734174213e+01,4.382950864024098614e+00,9.653503446630818940e-01
1.225632931895826339e+01,4.384106248058347255e+00,9.651931350668419007e-01
1.225580073165289008e+01,4.385262213977214607e+00,9.650350339382921527e-01
1.225527510562774403e+01,4.386418758282771613e+00,9.648760395461685180e-01
1.225475245111958067e+01,4.387575877454480633e+00,9.647161501560341801e-01
1.225423277839972691e+01,4.388733567948887249e+00,9.645553640302416687e-01
1.225371609777417170e+01,4.389891826199565195e+00,9.643936794279989178e-01
1.225320241958360690e+01,4.391050648616880103e+00,9.642310946054091225e-01
1.225269175420332246e+01,4.392210031587945984e+00,9.640676078155001605e-01
1.225218411204341962e+01,4.393369971476350777e+00,9.639032173082577870e-01
1.225167950354861190e+01,4.394530464621995591e+00,9.637379213306401793e-01
1.225117793919843301e+01,4.395691507341047632e+00,9.635717181266685305e-01
1.225067942950719235e+01,4.396853095925736810e+00,9.634046059374428150e-01
1.225018398502386674e+01,4.398015226644093723e+00,9.632365830011418995e-01
1.224969161633228509e+01,4.399177895739872390e+00,9.630676475531169123e-01
1.224920233405110004e+01,4.400341099432445446e+00,9.628977978259201098e-01
1.224871614883359605e+01,4.401504833916470183e+00,9.627270320493060973e-01
1.224823307136811756e+01,4.402669095362002238e+00,9.625553484503822643e-01
1.224775311237750763e+01,4.403833879913932492e+00,9.623827452534637894e-01
1.224727628261971724e+01,4.404999183692291709e+00,9.622092206803500858e-01
1.224680259288712847e+01,4.406165002791603946e+00,9.620347729501391720e-01
1.224633205400732905e+01,4.407331333281184094e+00,9.618594002794912390e-01
1.224586467684233781e+01,4.408498171204587202e+00,9.616831008824845428e-01
1.224540047228907547e+01,4.409665512579616475e+00,9.615058729707731677e-01
1.224493945127938765e+01,4.410833353398317946e+00,9.613277147536604117e-01
1.224448162477947655e+01,4.412001689626339207e+00,9.611486244379957578e-01
1.224402700379067177e+01,4.413170517203309551e+00,9.609686002284124617e-01
1.224357559934884421e+01,4.414339832042318612e+00,9.607876403272616050e-01
1.224312742252446817e+01,4.415509630029852417e+00,9.606057429346869236e-01
1.224268248442279727e+01,4.416679907025635288e+00,9.604229062486859814e-01
1.224224079618364236e+01,4.417850658862390034e+00,9.602391284651679015e-01
1.224180236898152074e+01,4.419021881345842395e+00,9.600544077780202024e-01
1.224136721402538441e+01,4.420193570254247639e+00,9.598687423790949191e-01
1.224093534255878879e+01,4.421365721338582411e+00,9.596821304583714740e-01
1.224050676585974351e+01,4.422538330322061562e+00,9.594945702039192614e-01
1.224008149524080657e+01,4.423711392900189665e+00,9.593060598020312080e-01
1.223965954204870243e+01,4.424884904740294722e+00,9.591165974371721470e-01
1.223924091766489930e+01,4.426058861481914519e+00,9.589261812922444950e-01
1.223882563350471386e+01,4.427233258735876475e+00,9.587348095483675392e-01
1.223841370101809645e+01,4.428408092084764824e+00,9.585424803852098385e-01
1.223800513168890802e+01,4.429583357082313988e+00,9.583491919808412307e-01
1.223759993703533411e+01,4.430759049253581772e+00,9.581549425119660901e-01
1.223719812860956679e+01,4.431935164094516821e+00,9.579597301538682608e-01
1.223679971799767507e+01,4.433111697071772994e+00,9.577635530804983199e-01
1.223640471681993347e+01,4.434288643622872783e+00,9.575664094646321178e-01
1.223601313673011859e+01,4.435465999155503880e+00,9.573682974777754096e-01
1.223562498941616106e+01,4.436643759047925961e+00,9.571692152904359707e-01
1.223524028659931417e+01,4.437821918648197084e+00,9.569691610719608388e-01
1.223485904003472591e+01,4.439000473274542280e+00,9.567681329908281906e-01
1.223448126151094328e+01,4.440179418214794005e+00,9.565661292145791750e-01
1.223410696284992838e+01,4.441358748726413452e+00,9.563631479099368171e-01
1.223373615590707253e+01,4.442538460036293380e+00,9.561591872429060501e-01
1.223336885257084106e+01,4.443718547340408165e+00,9.559542453787589489e-01
1.223300506476298466e+01,4.444899005803901737e+00,9.557483204822302403e-01
1.223264480443836888e+01,4.446079830560837109e+00,9.555414107175672633e-01
1.223228808358436659e+01,4.447261016713676796e+00,9.553335142484548070e-01
1.223193491422162182e+01,4.448442559333792623e+00,9.551246292383738234e-01
1.223158530840321845e+01,4.449624453460629070e+00,9.549147538504436650e-01
1.223123927821471213e+01,4.450806694101754779e+00,9.547038862475680787e-01
1.223089683577440745e+01,4.451989276233004666e+00,9.544920245926568070e-01
1.223055799323256210e+01,4.453172194797690331e+00,9.542791670484657152e-01
1.223022276277175102e+01,4.454355444706948219e+00,9.540653117778824521e-01
1.222989115660665860e+01,4.455539020839307973e+00,9.538504569439435476e-01
1.222956318698377665e+01,4.456722918040670223e+00,9.536346007099320010e-01
1.222923886618110068e+01,4.457907131123808320e+00,9.534177412393847195e-01
1.222891820650870010e+01,4.459091654868748478e+00,9.531998766963848402e-01
1.222860122030759022e+01,4.460276484021950871e+00,9.529810052454195102e-01
1.222828791995030606e+01,4.461461613296669348e+00,9.527611250516214714e-01
1.222797831784039424e+01,4.462647037372503789e+00,9.525402342808508838e-01
1.222767242641229402e+01,4.463832750895193158e+00,9.523183310996994333e-01
1.222737025813119871e+01,4.465018748476621724e+00,9.520954136757039388e-01
1.222707182549302907e+01,4.466205024694628101e+00,9.518714801774081913e-01
1.222677714102380442e+01,4.467391574092586914e+00,9.516465287743954837e-01
1.222648621727986473e+01,4.468578391179475418e+00,9.514205576374635820e-01
1.222619906684760416e+01,4.469765470429680754e+00,9.511935649387233127e-01
1.222591570234313174e+01,4.470952806282785907e+00,9.509655488516851607e-01
1.222563613641202096e+01,4.472140393143256176e+00,9.507365075513227737e-01
1.222536038172957973e+01,4.473328225380641676e+00,9.505064392143085517e-01
1.222508845099977215e+01,4.474516297328920977e+00,9.502753420189284927e-01
1.222482035695589886e+01,4.475704603286779992e+00,9.500432141453788448e-01
1.222455611235972839e+01,4.476893137517108379e+00,9.498100537757564465e-01
1.222429573000166236e+01,4.478081894247113226e+00,9.495758590942443567e-01
1.222403922270019372e+01,4.479270867667892730e+00,9.493406282871527102e-01
1.222378660330191913e+01,4.480460051934445964e+00,9.491043595431094548e-01
1.222353788468105584e+01,4.481649441165399317e+00,9.488670510531010960e-01
1.222329307973947543e+01,4.482839029442983403e+00,9.486287010106803086e-01
1.222305220140600390e+01,4.484028810812654697e+00,9.483893076119731536e-01
1.222281526263675389e+01,4.485218779283187018e+00,9.481488690559105592e-01
1.222258227641424000e+01,4.486408928826305598e+00,9.479073835442923812e-01
1.222235325574748899e+01,4.487599253376557407e+00,9.476648492818726677e-01
1.222212821367177149e+01,4.488789746831392868e+00,9.474212644766170088e-01
1.222190716324786131e+01,4.489980403050529922e+00,9.471766273396489133e-01
1.222169011756242440e+01,4.491171215856319954e+00,9.469309360855412416e-01
1.222147708972715208e+01,4.492362179033219327e+00,9.466841889323516224e-01
1.222126809287861349e+01,4.493553286327800045e+00,9.464363841017596757e-01
1.222106314017820949e+01,4.494744531448628955e+00,9.461875198192669645e-01
1.222086224481134131e+01,4.495935908065906261e+00,9.459375943142098730e-01
1.222066541998755973e+01,4.497127409811636056e+00,9.456866058200434910e-01
1.222047267893990075e+01,4.498319030279123609e+00,9.454345525743325096e-01
1.222028403492472393e+01,4.499510763023113924e+00,9.451814328189904746e-01
1.222009950122146016e+01,4.500702601559620319e+00,9.449272448004322200e-01
1.221991909113174835e+01,4.501894539365459025e+00,9.446719867695614337e-01
1.221974281797979955e+01,4.503086569878538725e+00,9.444156569821176017e-01
1.221957069511151062e+01,4.504278686497531936e+00,9.441582536987127572e-01
1.221940273589411419e+01,4.505470882581550818e+00,9.438997751849211859e-01
1.221923895371620894e+01,4.506663151450434057e+00,9.436402197115951740e-01
1.221907936198682165e+01,4.507855486384206856e+00,9.433795855548469111e-01
1.221892397413529707e+01,4.509047880623105797e+00,9.431178709962777518e-01
1.221877280361101548e+01,4.510240327367511348e+00,9.428550743231371989e-01
1.221862586388269989e+01,4.511432819777742687e+00,9.425911938284448066e-01
1.221848316843820825e+01,4.512625350973997307e+00,9.423262278111921297e-01
1.221834473078387973e+01,4.513817914036020618e+00,9.420601745764111135e-01
1.221821056444437836e+01,4.515010502003284465e+00,9.417930324354316651e-01
1.221808068296213534e+01,4.516203107874686040e+00,9.415247997060057772e-01
1.221795509989667572e+01,4.517395724608361363e+00,9.412554747124056709e-01
1.221783382882464863e+01,4.518588345121877126e+00,9.409850557857369902e-01
1.221771688333878281e+01,4.519780962291584103e+00,9.407135412638861771e-01
1.221760427704802865e+01,4.520973568953236210e+00,9.404409294919685580e-01
1.221749602357638231e+01,4.522166157901081895e+00,9.401672188221769089e-01
1.221739213656316991e+01,4.523358721888492084e+00,9.398924076142487483e-01
1.221729262966177565e+01,4.524551253627204339e+00,9.396164942353949501e-01
1.221719751653983366e+01,4.525743745787808692e+00,9.393394770606715571e-01
1.221710681087810002e+01,4.526936190999151677e+00,9.390613544729784490e-01
1.221702052637049185e+01,4.528128581848622325e+00,9.387821248633884119e-01
1.221693867672311384e+01,4.529320910881844853e+00,9.385017866312244106e-01
1.221686127565394564e+01,4.530513170602587181e+00,9.382203381842524337e-01
1.221678833689227162e+01,4.531705353472847975e+00,9.379377779389195258e-01
1.221671987417799699e+01,4.532897451912537790e+00,9.376541043204559278e-01
1.221665590126132450e+01,4.534089458299630060e+00,9.373693157631344253e-01
1.221659643190197997e+01,4.535281364969915963e+00,9.370834107104030197e-01
1.221654147986863848e+01,4.536473164216923593e+00,9.367963876150684488e-01
1.221649105893857445e+01,4.537664848292137343e+00,9.365082449395768505e-01
1.221644518289649106e+01,4.538856409404324666e+00,9.362189811560058805e-01
1.221640386553487545e+01,4.540047839720319445e+00,9.359285947465433297e-01
1.221636712065217445e+01,4.541239131364039672e+00,9.356370842033653323e-01
1.221633496205338254e+01,4.542430276417297463e+00,9.353444480291188690e-01
1.221630740354831524e+01,4.543621266918987267e+00,9.350506847368732499e-01
1.221628445895188797e+01,4.544812094865601892e+00,9.347557928505029201e-01
1.221626614208279982e+01,4.546002752210926090e+00,9.344597709047899325e-01
1.221625246676324217e+01,4.547193230865975266e+00,9.341626174456458820e-01
1.221624344681803720e+01,4.548383522699147363e+00,9.338643310303292866e-01
1.221623909607404457e+01,4.549573619535932423e+00,9.335649102276230016e-01
1.221623942835952192e+01,4.550763513159088447e+00,9.332643536180593724e-01
1.221624445750327048e+01,4.551953195308516165e+00,9.329626597941158561e-01
1.221625419733408258e+01,4.553142657681346961e+00,9.326598273604628231e-01
1.221626866167992098e+01,4.554331891931748366e+00,9.323558549340990043e-01
1.221628786436717284e+01,4.555520889670994222e+00,9.320507411446027346e-01
1.221631181922011322e+01,4.556709642467593468e+00,9.317444846343883036e-01
1.221634054005989078e+01,4.557898141847086748e+00,9.314370840588437339e-01
1.221637404070385280e+01,4.559086379292072166e+00,9.311285380865697014e-01
1.221641233496499979e+01,4.560274346242437105e+00,9.308188453996693035e-01
1.221645543665084510e+01,4.561462034095023377e+00,9.305080046938276617e-01
1.221650335956287847e+01,4.562649434203926546e+00,9.301960146786599770e-01
1.221655611749571868e+01,4.563836537880329836e+00,9.298828740778515289e-01
1.221661372423627689e+01,4.565023336392682651e+00,9.295685816294357862e-01
1.221667619356294487e+01,4.566209820966642852e+00,9.292531360859850320e-01
1.221674353924481515e+01,4.567395982785095399e+00,9.289365362148352956e-01
1.221681577504073246e+01,4.568581812988223412e+00,9.286187807983158349e-01
1.221689291469861871e+01,4.569767302673607645e+00,9.282998686340171446e-01
1.221697497195436277e+01,4.570952442896071943e+00,9.279797985349020895e-01
1.221706196053155224e+01,4.572137224668251676e+00,9.276585693297764168e-01
1.221715389413940400e+01,4.573321638959766844e+00,9.273361798631445385e-01
1.221725078647346230e+01,4.574505676698366941e+00,9.270126289958827703e-01
1.221735265121325043e+01,4.575689328769015241e+00,9.266879156050702449e-01
1.221745950202239328e+01,4.576872586014770761e+00,9.263620385845494631e-01
1.221757135254695470e+01,4.578055439236126567e+00,9.260349968448644553e-01
1.221768821641536462e+01,4.579237879191953908e+00,9.257067893138442027e-01
1.221781010723628924e+01,4.580419896598690421e+00,9.253774149364462076e-01
1.221793703859889924e+01,4.581601482131151037e+00,9.250468726753428017e-01
1.221806902407129414e+01,4.582782626422364558e+00,9.247151615109765466e-01
1.221820607719941520e+01,4.583963320063517699e+00,9.243822804417968220e-01
1.221834821150642014e+01,4.585143553604400957e+00,9.240482284846018857e-01
1.221849544049161906e+01,4.586323317553381962e+00,9.237130046747155099e-01
1.221864777762927190e+01,4.587502602377489858e+00,9.233766080662345610e-01
1.221880523636769666e+01,4.588681398502590270e+00,9.230390377322675866e-01
1.221896783012851095e+01,4.589859696313712156e+00,9.227002927652662168e-01
1.221913557230504921e+01,4.591037486154756486e+00,9.223603722770918889e-01
1.221930847626196837e+01,4.592214758329309809e+00,9.220192753995094526e-01
1.221948655533348571e+01,4.593391503100013651e+00,9.216770012841504212e-01
1.221966982282309111e+01,4.594567710689569040e+00,9.213335491030548718e-01
1.221985829200176532e+01,4.595743371280155642e+00,9.209889180486605653e-01
1.222005197610758387e+01,4.596918475014332373e+00,9.206431073342966620e-01
1.222025088834381457e+01,4.598093011994480506e+00,9.202961161941572987e-01
1.222045504187879317e+01,4.599266972283800214e+00,9.199479438838827905e-01
1.222066444984378286e+01,4.600440345905682626e+00,9.195985896804523829e-01
1.222087912533281084e+01,4.601613122844792514e+00,9.192480528827975395e-01
1.222109908140076762e+01,4.602785293046430581e+00,9.188963328117245588e-01
1.222132433106285454e+01,4.603956846417583293e+00,9.185434288104568079e-01
1.222155488729299222e+01,4.605127772826437038e+00,9.181893402446593688e-01
1.222179076302295897e+01,4.606298062103114432e+00,9.178340665028313916e-01
1.222203197114098749e+01,4.607467704039650336e+00,9.174776069964918346e-01
1.222227852449094776e+01,4.608636688390541636e+00,9.171199611605361790e-01
1.222253043587056709e+01,4.609805004872517209e+00,9.167611284532958260e-01
1.222278771803103581e+01,4.610972643165463403e+00,9.164011083570505756e-01
1.222305038367494667e+01,4.612139592912107844e+00,9.160399003780554938e-01
1.222331844545561452e+01,4.613305843718590538e+00,9.156775040468989602e-01
1.222359191597591810e+01,4.614471385154881311e+00,9.153139189188131963e-01
1.222387080778663915e+01,4.615636206754784254e+00,9.149491445738181516e-01
1.222415513338552806e+01,4.616800298016443982e+00,9.145831806170389155e-01
1.222444490521595384e+01,4.617963648402586330e+00,9.142160266789359779e-01
1.222474013566574946e+01,4.619126247341003300e+00,9.138476824156340772e-01
1.222504083706566647e+01,4.620288084224553060e+00,9.134781475090301139e-01
1.222534702168852228e+01,4.621449148411881147e+00,9.131074216672118160e-01
1.222565870174745939e+01,4.622609429227491518e+00,9.127355046245947401e-01
1.222597588939509095e+01,4.623768915962383375e+00,9.123623961422900885e-01
1.222629859672157160e+01,4.624927597873942808e+00,9.119880960081555576e-01
1.222662683575432219e+01,4.626085464187069007e+00,9.116126040373694339e-01
1.222696061845527815e+01,4.627242504093583619e+00,9.112359200722974784e-01
1.222729995672105652e+01,4.628398706753685588e+00,9.108580439831450715e-01
1.222764486238034998e+01,4.629554061295312550e+00,9.104789756678111079e-01
1.222799534719369596e+01,4.630708556815561039e+00,9.100987150525542413e-01
1.222835142285095245e+01,4.631862182380136694e+00,9.097172620918255737e-01
1.222871310097101372e+01,4.633014927024497354e+00,9.093346167688591830e-01
1.222908039309980666e+01,4.634166779753968513e+00,9.089507790957317424e-01
1.222945331070914321e+01,4.635317729544271792e+00,9.085657491136982511e-01
1.222983186519511811e+01,4.636467765341792280e+00,9.081795268933271492e-01
1.223021606787703952e+01,4.637616876064341476e+00,9.077921125348937803e-01
1.223060592999601504e+01,4.638765050601471707e+00,9.074035061685770120e-01
1.223100146271297817e+01,4.639912277814739028e+00,9.070137079545675940e-01
1.223140267710817675e+01,4.641058546538687324e+00,9.066227180835775279e-01
1.223180958417897202e+01,4.642203845580811894e+00,9.062305367768158648e-01
1.223222219483885276e+01,4.643348163722322397e+00,9.058371642863743967e-01
1.223264051991590229e+01,4.644491489718695298e+00,9.054426008954529204e-01
1.223306457015135784e+01,4.645633812300052234e+00,9.050468469185707354e-01
1.223349435619815218e+01,4.646775120171732887e+00,9.046499027017953498e-01
1.223392988861934505e+01,4.647915402014772823e+00,9.042517686229843976e-01
1.223437117788708761e+01,4.649054646486640685e+00,9.038524450920705222e-01
1.223481823438069327e+01,4.650192842221561484e+00,9.034519325512143650e-01
1.223527106838536227e+01,4.651329977831083262e+00,9.030502314750415982e-01
1.223572969009087252e+01,4.652466041904784966e+00,9.026473423709313604e-01
