# tau1,tau2,tau3
1.153224070955135261e+01,4.568556625444027297e+00,8.443230038276050564e-01
1.150072820352999337e+01,4.554773512052284978e+00,8.407852948848285601e-01
1.147706378671282934e+01,4.544416694117015432e+00,8.382173478207706196e-01
1.145963072915706960e+01,4.536868161396153454e+00,8.364703835034369428e-01
1.144715899956348792e+01,4.531628822593835260e+00,8.354150575612546703e-01
1.143864403120922546e+01,4.528291155386916067e+00,8.349378075130760024e-01
1.143328520987922481e+01,4.526518591974951988e+00,8.349382019911141262e-01
1.142398389968512440e+01,4.521865706975455090e+00,8.336272060733005418e-01
1.143176690171572041e+01,4.527891865520333070e+00,8.365577536894579502e-01
1.143376217728443756e+01,4.529475649411586424e+00,8.381610857887737964e-01
1.144447121199007000e+01,4.538156190712303584e+00,8.412665730102190098e-01
1.144608169592944336e+01,4.539599391747878521e+00,8.424200590700351432e-01
1.145325524119328087e+01,4.545677375248978969e+00,8.445272925662652419e-01
1.145493179916297244e+01,4.547221225198163630e+00,8.453810793978082661e-01
1.145707846938927510e+01,4.549161516593012600e+00,8.461978997043750894e-01
1.145954533290663058e+01,4.551369735196521660e+00,8.469643272273843504e-01
1.146221254834774150e+01,4.553743117847646182e+00,8.476713402994161539e-01
1.146498526032311105e+01,4.556200333077493170e+00,8.483134395315717891e-01
1.146778929963388016e+01,4.558677821661563989e+00,8.488879117576739741e-01
1.147056755692174157e+01,4.561126701366076119e+00,8.493942182003177965e-01
1.147327692901096974e+01,4.563510153698009830e+00,8.498334879942950337e-01
1.147588575211928053e+01,4.565801222109880264e+00,8.502081009229214281e-01
1.147837164876363758e+01,4.567980961113398131e+00,8.505213455569491376e-01
1.148071972593722023e+01,4.570036884354499840e+00,8.507771409891680126e-01
1.148292107128748185e+01,4.571961667094778470e+00,8.509798120777115615e-01
1.148497150183259308e+01,4.573752064901031922e+00,8.511339095877676897e-01
1.148687052641996686e+01,4.575408015811408546e+00,8.512440678893355983e-01
1.148862048882934772e+01,4.576931897948092853e+00,8.513148939573256246e-01
1.149022586329633988e+01,4.578327918589435441e+00,8.513508823548410209e-01
1.149169267840260922e+01,4.579601614190857539e+00,8.513563516825365385e-01
1.149302804884793261e+01,4.580759443832471689e+00,8.513353986650177285e-01
1.149423979767385084e+01,4.581808461139729616e+00,8.512918666351576569e-01
1.149533615412257070e+01,4.582756051930116037e+00,8.512293256826930499e-01
1.148972313163780612e+01,4.578963418610061176e+00,8.500300137734594363e-01
1.149209426430392256e+01,4.580730303548589788e+00,8.501778322105498775e-01
1.149410337831259277e+01,4.582240691613473693e+00,8.502738831171513523e-01
1.149580564222475765e+01,4.583530782238756984e+00,8.503273874852886882e-01
1.149724763445169806e+01,4.584631700266270649e+00,8.503462025038229788e-01
1.149846876009736540e+01,4.585570240859168756e+00,8.503370166015538079e-01
1.149950241728335421e+01,4.586369495375175909e+00,8.503055149370389865e-01
1.150037695982862118e+01,4.587049378971444824e+00,8.502565202735651306e-01
1.150111649406988512e+01,4.587627076848018071e+00,8.501941132779398114e-01
1.150174154031679485e+01,4.588117422917992627e+00,8.501217355548177368e-01
1.150226958358174301e+01,4.588533222173298398e+00,8.500422781402139361e-01
1.149755361158591427e+01,4.584710166013906019e+00,8.489434103688529021e-01
1.149902263341119202e+01,4.585877272303839902e+00,8.490656073067682774e-01
1.150024600179227718e+01,4.586851734179418827e+00,8.491519978009146596e-01
1.150126249603168560e+01,4.587663156932353381e+00,8.492092040564892530e-01
1.150210494818455764e+01,4.588336797628493890e+00,8.492428113310588333e-01
1.150280116032668865e+01,4.588894196792411506e+00,8.492575203248148297e-01
1.150337467582705386e+01,4.589353716629285707e+00,8.492572772775780487e-01
1.150384542890660988e+01,4.589731000149490647e+00,8.492453851416605914e-01
1.150423029254340612e+01,4.590039363246989801e+00,8.492245986638615740e-01
1.150454354132449808e+01,4.590290129859307733e+00,8.491972057640390092e-01
1.150479724300597795e+01,4.590492918735057160e+00,8.491650972258563135e-01
1.150500159020910829e+01,4.590655888999228829e+00,8.491298264047218991e-01
1.150516518175990299e+01,4.590785950590093201e+00,8.490926603978797838e-01
1.150529526159660598e+01,4.590888944707451458e+00,8.490546239035287046e-01
1.150539792186153143e+01,4.590969798628293574e+00,8.490165368124968914e-01
1.150547827571288728e+01,4.591032658588038551e+00,8.489790464216278032e-01
1.150554060449592697e+01,4.591081003871684274e+00,8.489426550277531236e-01
1.150558848316896032e+01,4.591117744792351907e+00,8.489077435509601033e-01
1.150562488726135157e+01,4.591145306840614282e+00,8.488745917425400966e-01
1.150565228412536634e+01,4.591165702954555172e+00,8.488433954538079362e-01
1.150567271081366094e+01,4.591180595578001622e+00,8.488142813745936932e-01
1.150568784055435501e+01,4.591191349934612198e+00,8.487873195928269388e-01
1.150569903949465989e+01,4.591199079741799416e+00,8.487625342776606852e-01
1.150570741513072903e+01,4.591204686414843472e+00,8.487399127466732640e-01
1.150571385762898124e+01,4.591208892663720675e+00,8.487194131418495102e-01
1.150571907506453506e+01,4.591212271258733324e+00,8.487009709082404818e-01
1.150572362345156918e+01,4.591215269633145191e+00,8.486845042428117214e-01
1.150572793231197366e+01,4.591218230898331143e+00,8.486699186582016274e-01
1.150573232642059551e+01,4.591221411767823390e+00,8.486571107865654717e-01
1.150573704427315747e+01,4.591224997818343923e+00,8.486459715317357100e-01
1.150574225374476889e+01,4.591229116457540727e+00,8.486363886633636611e-01
1.150574806534038252e+01,4.591233847917655098e+00,8.486282489340686297e-01
1.150575454338155623e+01,4.591239234551006021e+00,8.486214397897030581e-01
1.150576171542550696e+01,4.591245288665747992e+00,8.486158507333695367e-01
1.150576958017087215e+01,4.591251999108044934e+00,8.486113743956320565e-01
1.150577811406884621e+01,4.591259336768888311e+00,8.486079073562265984e-01
1.150578727682808378e+01,4.591267259169715231e+00,8.486053507564147447e-01
1.150579701597536442e+01,4.591275714260009799e+00,8.486036107357374236e-01
1.150580727061153752e+01,4.591284643542134170e+00,8.486025987222742817e-01
1.150581797448278643e+01,4.591293984622794255e+00,8.486022316014417699e-01
1.150582905847074144e+01,4.591303673277210784e+00,8.486024317848729348e-01
1.150584045259019739e+01,4.591313645100065344e+00,8.486031271978117241e-01
1.150585208757109967e+01,4.591323836807256420e+00,8.486042512008350469e-01
1.150586389609051174e+01,4.591334187243584886e+00,8.486057424593808074e-01
1.150587581371106793e+01,4.591344638143783463e+00,8.486075447725518472e-01
1.150588777957435660e+01,4.591355134687727713e+00,8.486096068709376716e-01
1.150589973689078782e+01,4.591365625884770374e+00,8.486118821916652788e-01
1.150591163326152433e+01,4.591376064817252356e+00,8.486143286375983363e-01
1.150592342086270570e+01,4.591386408768785898e+00,8.486169083264583080e-01
1.150593505651800719e+01,4.591396619259223044e+00,8.486195873346724650e-01
1.150594650168138067e+01,4.591406662004892780e+00,8.486223354398974017e-01
1.150595772234876968e+01,4.591416506819943066e+00,8.486251258654614604e-01
1.150596868891445013e+01,4.591426127472087337e+00,8.486279350293138846e-01
1.150597937598536191e+01,4.591435501504022021e+00,8.486307422995650329e-01
1.150598976216453906e+01,4.591444610029942197e+00,8.486335297582253689e-01
1.150599982981288072e+01,4.591453437514951830e+00,8.486362819743642483e-01
1.150600956479704529e+01,4.591461971543950860e+00,8.486389857875942244e-01
1.150601895622976478e+01,4.591470202585263394e+00,8.486416301024911624e-01
1.150602799620767946e+01,4.591478123753392815e+00,8.486442056943304113e-01
1.150603667955105358e+01,4.591485730574420998e+00,8.486467050263439837e-01
1.150604500354847737e+01,4.591493020756768573e+00,8.486491220785052914e-01
1.150605296770931574e+01,4.591499993969537563e+00,8.486514521877582817e-01
1.150606057352583278e+01,4.591506651630060887e+00,8.486536918994701528e-01
1.150606782424648777e+01,4.591512996701837324e+00,8.486558388298154343e-01
1.150607472466144543e+01,4.591519033503745462e+00,8.486578915387315014e-01
1.150608128090099846e+01,4.591524767531015350e+00,8.486598494130310755e-01
1.150608750024727378e+01,4.591530205288259836e+00,8.486617125592224031e-01
1.150609339095937500e+01,4.591535354134639313e+00,8.486634817055610513e-01
1.150609896211195071e+01,4.591540222141081706e+00,8.486651581128467070e-01
