# q1,q2,q3
8.965392083077603491e-01,-1.501593029696782100e+00,1.441344184911309001e-01
8.962373460281140014e-01,-1.501602312386454807e+00,1.441180363437719603e-01
8.959024028571067610e-01,-1.501611816190973947e+00,1.441003984148206130e-01
8.955425878222529334e-01,-1.501621420574011712e+00,1.440816940670255064e-01
8.951640531327249573e-01,-1.501631023285439737e+00,1.440620841185618062e-01
8.947714094492674741e-01,-1.501640538544538606e+00,1.440417060916075742e-01
8.943681120823238073e-01,-1.501649895088004616e+00,1.440206783313055516e-01
8.939567504478701521e-01,-1.501659034235949708e+00,1.439991032576177776e-01
8.935392650132709669e-01,-1.501667908067501500e+00,1.439770699497316397e-01
8.931171098960560828e-01,-1.501676477755773176e+00,1.439546562150790521e-01
8.926913747291583823e-01,-1.501684712084199402e+00,1.439319302589448235e-01
8.922628759962188960e-01,-1.501692586148367869e+00,1.439089520432537961e-01
8.918322254847091957e-01,-1.501700080236482160e+00,1.438857744023223084e-01
8.913998815889417893e-01,-1.501707178875306470e+00,1.438624439675403321e-01
8.909661877592005563e-01,-1.501713870025302322e+00,1.438390019409109821e-01
8.905314013170388954e-01,-1.501720144407590496e+00,1.438154847482009668e-01
8.900957150501813686e-01,-1.501725994945586118e+00,1.437919245954600578e-01
8.896592733958992305e-01,-1.501731416305143396e+00,1.437683499473263460e-01
8.892221845686045789e-01,-1.501736404518447587e+00,1.437447859414503204e-01
8.887845296477884238e-01,-1.501740956678476513e+00,1.437212547502449145e-01
8.883463693878802525e-01,-1.501745070692468653e+00,1.436977758987714737e-01
8.879077493208236138e-01,-1.501748745084386716e+00,1.436743665457300978e-01
8.874687035791688494e-01,-1.501751978837807533e+00,1.436510417331051392e-01
8.870292577603118289e-01,-1.501754771271964994e+00,1.436278146089224328e-01
8.865894310721814664e-01,-1.501757121944824469e+00,1.436046966267275626e-01
8.861492379404746211e-01,-1.501759030578071252e+00,1.435816977247360848e-01
8.857086892124137467e-01,-1.501760496999756667e+00,1.435588264870934772e-01
8.852677930581858146e-01,-1.501761521101089070e+00,1.435360902892793833e-01
8.848265556458717596e-01,-1.501762102804474974e+00,1.435134954293731113e-01
8.843849816466800018e-01,-1.501762242040449058e+00,1.434910472466451314e-01
8.839430746130594319e-01,-1.501761938731565271e+00,1.434687502287368410e-01
8.835008372615966721e-01,-1.501761192781687626e+00,1.434466081085283840e-01
8.830582716846036018e-01,-1.501760004069426335e+00,1.434246239516602794e-01
8.826153795083100384e-01,-1.501758372444706335e+00,1.434028002355656750e-01
8.821721620110816175e-01,-1.501756297727666833e+00,1.433811389207778619e-01
8.818403890916667320e-01,-1.501755543593978892e+00,1.433628330259665018e-01
8.815915417649433650e-01,-1.501755081431320304e+00,1.433475860248154266e-01
8.814048844300104157e-01,-1.501754859726270430e+00,1.433349617245274210e-01
8.812648668559328602e-01,-1.501754840228449295e+00,1.433245915853987029e-01
8.811615093133857712e-01,-1.501754982691389406e+00,1.433162204443684251e-01
8.809736388558128128e-01,-1.501755136327481921e+00,1.433059100903091854e-01
8.807213787777345981e-01,-1.501754199844866244e+00,1.432942302863052797e-01
8.805328451449222493e-01,-1.501754436015701577e+00,1.432845030111463969e-01
8.802809640415348857e-01,-1.501754523827587118e+00,1.432730717787948638e-01
8.799805727858370785e-01,-1.501753386731947026e+00,1.432604571374991864e-01
8.796437447203427906e-01,-1.501751201682112402e+00,1.432468391171183852e-01
8.792795303919618277e-01,-1.501748103506509668e+00,1.432323690136821925e-01
8.788947129105657563e-01,-1.501744193937305294e+00,1.432171755139026448e-01
8.784943759423848864e-01,-1.501739550138186274e+00,1.432013689649547228e-01
8.780823294347738228e-01,-1.501734231011588649e+00,1.431850446804909804e-01
8.776614287025193972e-01,-1.501728281857831249e+00,1.431682855183480929e-01
8.772338135857676855e-01,-1.501721737815257418e+00,1.431511639059214192e-01
8.768010876998830749e-01,-1.501714626399910379e+00,1.431337434454403035e-01
8.763644527831364606e-01,-1.501706969380843582e+00,1.431160801985910391e-01
8.759248093895650733e-01,-1.501698784165822476e+00,1.430982237253461686e-01
8.754828323571506310e-01,-1.501690084826591942e+00,1.430802179334134117e-01
8.750390273698810395e-01,-1.501680882859061761e+00,1.430621017808736961e-01
8.745951922281081092e-01,-1.501673306130816510e+00,1.430737989699778501e-01
8.741527535131921045e-01,-1.501669055278871845e+00,1.431417428546717663e-01
8.737127668612947318e-01,-1.501669246396089674e+00,1.432869370981223467e-01
8.732760008897760828e-01,-1.501674432337491982e+00,1.435251884582467163e-01
8.728430015335948422e-01,-1.501684642880155574e+00,1.438674401750736354e-01
8.724141416161785845e-01,-1.501699438329104908e+00,1.443201781073251422e-01
8.719896592880405084e-01,-1.501717972002783563e+00,1.448858858411604666e-01
8.715696880507071143e-01,-1.501739057780690390e+00,1.455635286806095663e-01
8.711542803858592920e-01,-1.501761239564130435e+00,1.463490497481683972e-01
8.707434264833864290e-01,-1.501782860096659622e+00,1.472358643933997513e-01
8.703370691698408823e-01,-1.501802127119779673e+00,1.482153417452742317e-01
8.699351158503125792e-01,-1.501817175306662477e+00,1.492772645701630485e-01
8.695374480676085760e-01,-1.501826122826368515e+00,1.504102606336835957e-01
8.691439291331983785e-01,-1.501827121747046467e+00,1.516022005344940249e-01
8.687544101790360962e-01,-1.501818401792658353e+00,1.528405585060003402e-01
8.683687349057854776e-01,-1.501798307227531160e+00,1.541127339920952133e-01
8.679867432516242820e-01,-1.501765326860111882e+00,1.554063329189019904e-01
8.676082741694703948e-01,-1.501718117335326008e+00,1.567094085278643023e-01
8.672331676738394002e-01,-1.501655520027474600e+00,1.580106624261597426e-01
8.668612662978326666e-01,-1.501576571956172890e+00,1.592996071657981350e-01
8.664924160834115430e-01,-1.501480511229845494e+00,1.605666921980499207e-01
8.661264672125381647e-01,-1.501366777578053924e+00,1.618033954780383754e-01
8.658767292993408971e-01,-1.501239042091154108e+00,1.630049418759051960e-01
8.656017530782746938e-01,-1.501092724009185586e+00,1.641536531968149082e-01
8.654206156492298962e-01,-1.500930534254115711e+00,1.652427205717236780e-01
8.651972821440514494e-01,-1.500748386751238783e+00,1.662546271569869116e-01
8.649415129544130165e-01,-1.500545564594987669e+00,1.671818560508851192e-01
8.647747596066253095e-01,-1.500326839774164922e+00,1.680241743398129262e-01
8.646737967664608338e-01,-1.500091125399501291e+00,1.687740385183305325e-01
8.645102951898911980e-01,-1.499836526866628938e+00,1.694185798772933627e-01
8.642988606375336946e-01,-1.499563287063627737e+00,1.699568020463667894e-01
8.641644004219608544e-01,-1.499276955462884198e+00,1.703958907959882141e-01
8.640865689601411326e-01,-1.498977353422251468e+00,1.707359368367230845e-01
8.639394452119474321e-01,-1.498663535014347348e+00,1.709715302793266556e-01
8.637392261357563772e-01,-1.498336375144462052e+00,1.711087731721932514e-01
8.634990774333534125e-01,-1.497998201556225650e+00,1.711585380418728375e-01
8.632318838928412230e-01,-1.497654634663094342e+00,1.711340645450082354e-01
8.629416233178770490e-01,-1.497304203117107546e+00,1.710519184095976586e-01
8.626342248928697831e-01,-1.496949270440409041e+00,1.709283365840096880e-01
8.623141943402913290e-01,-1.496591987542492452e+00,1.707792904733251571e-01
8.619849508421560946e-01,-1.496234241961081013e+00,1.706198618524331356e-01
8.616490891207098102e-01,-1.495877632718802364e+00,1.704638021044329321e-01
8.613085781312196376e-01,-1.495523459279939349e+00,1.703232410282831399e-01
8.609649116186591788e-01,-1.495172722064047166e+00,1.702085158341080373e-01
8.606192221593214065e-01,-1.494826132239077232e+00,1.701280959892408906e-01
8.602723675271097825e-01,-1.494484128755229957e+00,1.700885836291291531e-01
8.599249961036491419e-01,-1.494146900809435685e+00,1.700947725437803038e-01
8.595775964344247733e-01,-1.493814414148454617e+00,1.701497514714915282e-01
8.592305348006205046e-01,-1.493486439825552958e+00,1.702550397085362544e-01
8.588840837374326354e-01,-1.493162584221024547e+00,1.704107449725568713e-01
8.585384437152061565e-01,-1.492842319320005995e+00,1.706157351092824626e-01
8.581937596569367832e-01,-1.492525012411621610e+00,1.708678166588972480e-01
8.578501335540618111e-01,-1.492209954531112048e+00,1.711639145385616956e-01
8.575076341310251538e-01,-1.491896387110938527e+00,1.715002481802490319e-01
8.571663042740472749e-01,-1.491583526437738394e+00,1.718725004103459075e-01
8.568261667625747258e-01,-1.491270585629396184e+00,1.722759761866042016e-01
8.564872287089895231e-01,-1.490956793950491965e+00,1.727057490327268408e-01
8.561494850125466183e-01,-1.490641413375251245e+00,1.731567936422838683e-01
8.558129210589396907e-01,-1.490323752385261269e+00,1.736241036710823860e-01
8.554775148410779240e-01,-1.490003177055150285e+00,1.741027942084756308e-01
8.551432386348131187e-01,-1.489679119533827034e+00,1.745881888202690246e-01
8.548100603318934398e-01,-1.489351084072467080e+00,1.750758913949512774e-01
8.544779445086299052e-01,-1.489018650784047937e+00,1.755618433064239370e-01
8.541468532906515421e-01,-1.488681477343746895e+00,1.760423666352251837e-01
8.538167470602127107e-01,-1.488339298855828385e+00,1.765141943710875627e-01
8.534875850417319443e-01,-1.487991926121691844e+00,1.769744886568925535e-01
8.531593257928122842e-01,-1.487639242546440421e+00,1.774208482318365421e-01
8.529444547698932233e-01,-1.487285228522371661e+00,1.778540914622354363e-01
8.528136658381221258e-01,-1.486927648638896482e+00,1.782643394821661620e-01
8.527454472031409383e-01,-1.486565243902914002e+00,1.786372863403987155e-01
8.527234626965125575e-01,-1.486196845397831812e+00,1.789569732796871537e-01
8.527353107034103541e-01,-1.485821504847727903e+00,1.792076126792763457e-01
8.527715823006689622e-01,-1.485438580573103629e+00,1.793748593788481172e-01
8.527146197178412379e-01,-1.485045892906583065e+00,1.794433152363197614e-01
8.525862261531612640e-01,-1.484643561821844759e+00,1.794125467355804915e-01
8.524038062457732767e-01,-1.484233391456781126e+00,1.792894853091326901e-01
8.522925718404040785e-01,-1.483821113453124507e+00,1.790890808128997591e-01
8.521231193447716956e-01,-1.483405013539899509e+00,1.788147637007168334e-01
8.519088028158007253e-01,-1.482985950163723921e+00,1.784789961025407545e-01
8.516635259391259760e-01,-1.482568892727722965e+00,1.780963164494877848e-01
8.513920984966074634e-01,-1.482152575719863696e+00,1.776840678754619818e-01
8.511010697928366175e-01,-1.481739034011431810e+00,1.772590972038265711e-01
8.507954270355922999e-01,-1.481330058795637505e+00,1.768376368167934587e-01
8.504789661074048102e-01,-1.480927149586648284e+00,1.764346663227121248e-01
8.501545785238315833e-01,-1.480531492659054038e+00,1.760634780673377420e-01
8.498244688329313901e-01,-1.480143954681091945e+00,1.757354072839986681e-01
8.494903192463931774e-01,-1.479765088620729641e+00,1.754596931671907056e-01
8.491534142863681467e-01,-1.479395149323722514e+00,1.752434429786178527e-01
8.488147351642220118e-01,-1.479034116452043746e+00,1.750916760043344789e-01
8.484750312679807394e-01,-1.478681722746383098e+00,1.750074280378762781e-01
8.481348743518670741e-01,-1.478337485837466714e+00,1.749919002623439857e-01
8.477946996628568099e-01,-1.478000742077405061e+00,1.750446390880149861e-01
8.474548372055984435e-01,-1.477670681093648408e+00,1.751637357771700376e-01
8.471155355619230942e-01,-1.477346379983885738e+00,1.753460366329717690e-01
8.467769800859977769e-01,-1.477026836269878851e+00,1.755873562031190493e-01
8.464393068460684955e-01,-1.476710998911338280e+00,1.758826873960318837e-01
8.461026133442253183e-01,-1.476397796847236599e+00,1.762264036616107143e-01
8.457669667902063537e-01,-1.476086164681304602e+00,1.766124494768449571e-01
8.454324105135935241e-01,-1.475775065260934715e+00,1.770345163199990024e-01
8.450989689552140804e-01,-1.475463509014608876e+00,1.774862021330798900e-01
8.447666515711989010e-01,-1.475150570012738083e+00,1.779611529751205790e-01
8.444354559028388607e-01,-1.474835398801108477e+00,1.784531861705616895e-01
8.441053700052137954e-01,-1.474517232125779120e+00,1.789563947680002931e-01
8.437763743823238904e-01,-1.474195399724206768e+00,1.794652335537450794e-01
8.434484435422396897e-01,-1.473869328400626122e+00,1.799745872198357244e-01
8.431215472597041183e-01,-1.473538543635409370e+00,1.804798215744591872e-01
8.427956516135560738e-01,-1.473202668999415321e+00,1.809768189103641012e-01
8.424707198507519479e-01,-1.472861423656413038e+00,1.814619988197443412e-01
8.421467131165315534e-01,-1.472514618240686302e+00,1.819323258675428490e-01
8.418235910806153299e-01,-1.472162149394061981e+00,1.823853056143113216e-01
8.416130609533621909e-01,-1.471808060551959674e+00,1.828218586044230154e-01
8.413759335968138409e-01,-1.471447965754322018e+00,1.832287692796985279e-01
8.412295786525150199e-01,-1.471084704735487803e+00,1.836035951181043957e-01
8.411501122475696368e-01,-1.470716274686195923e+00,1.839353370012578315e-01
8.410102360920761466e-01,-1.470339712217422656e+00,1.842070210596088442e-01
8.408238022035773307e-01,-1.469954344533778601e+00,1.844135882647032210e-01
8.407136411215050398e-01,-1.469564988411865780e+00,1.845583018068212844e-01
8.405495963877964716e-01,-1.469168594022696395e+00,1.846336338037393721e-01
8.403439350324439783e-01,-1.468765175131365952e+00,1.846422221079689896e-01
8.401068394260184924e-01,-1.468356209392742473e+00,1.845906886888697140e-01
8.399573374775139989e-01,-1.467947078692968033e+00,1.844913942279692021e-01
8.397627303408347066e-01,-1.467535280778649032e+00,1.843434164410579501e-01
8.395331577898887954e-01,-1.467121012297667670e+00,1.841540349934646936e-01
8.392801626057482256e-01,-1.466708986950017390e+00,1.839320708530842730e-01
8.390065902790692087e-01,-1.466296841670793105e+00,1.836892898430798615e-01
8.387175763233850612e-01,-1.465886062976568871e+00,1.834370390214831448e-01
8.384170302913770412e-01,-1.465477966992980940e+00,1.831864366159043356e-01
8.381079252181972139e-01,-1.465073662187937886e+00,1.829478696198726662e-01
8.377925237921320933e-01,-1.464674034095941213e+00,1.827306457020824171e-01
8.374725497221637838e-01,-1.464279740676796226e+00,1.825427701455974161e-01
8.371493175079284255e-01,-1.463891216293983000e+00,1.823908222240298582e-01
8.368238306694941731e-01,-1.463508682514578885e+00,1.822799099557994296e-01
8.364968560817288568e-01,-1.463132164124199663e+00,1.822136858113760916e-01
8.361689802202608712e-01,-1.462761508935500609e+00,1.821944088950434859e-01
8.358406517263393676e-01,-1.462396410146220793e+00,1.822230415432956885e-01
8.355122136322323811e-01,-1.462036430171660406e+00,1.822993702956378914e-01
8.351839277779851134e-01,-1.461681025036019710e+00,1.824221428883667784e-01
8.348559933340310435e-01,-1.461329568556557490e+00,1.825892143630498676e-01
8.345285608762342822e-01,-1.460981375693450435e+00,1.827976966173201767e-01
8.342017431052333176e-01,-1.460635724566138549e+00,1.830441067924325482e-01
8.338756230335031550e-01,-1.460291876753496698e+00,1.833245108170605819e-01
8.335502602607398615e-01,-1.459949095600215241e+00,1.836346592308589765e-01
8.332256958051939000e-01,-1.459606662345290129e+00,1.839701131104913567e-01
8.329019558433633508e-01,-1.459263889970631833e+00,1.843263585278439587e-01
8.325790546237620271e-01,-1.458920134738772800e+00,1.846989084952440630e-01
8.322569967552700954e-01,-1.458574805448888068e+00,1.850833918041025761e-01
8.319357790214990667e-01,-1.458227370490339458e+00,1.854756285485985867e-01
8.316153918356173902e-01,-1.457877362813341904e+00,1.858716924509389579e-01
8.312958204221337910e-01,-1.457524382967797072e+00,1.862679603747555701e-01
8.309770457909435581e-01,-1.457168100384607090e+00,1.866611496332162834e-01
8.306590455528074513e-01,-1.456808253089653116e+00,1.870483438728989256e-01
8.303417946130916549e-01,-1.456444646049898983e+00,1.874270084476006570e-01
8.300252657711323367e-01,-1.456077148354595563e+00,1.877949962920025806e-01
8.297094302453080772e-01,-1.455705689433086869e+00,1.881505453672965011e-01
8.293942581383171309e-01,-1.455330254505069254e+00,1.884922687831896704e-01
8.290797188528871153e-01,-1.454950879450042756e+00,1.888191387067093829e-01
8.287657814649264099e-01,-1.454567645270843812e+00,1.891304651513986135e-01
8.285632656793766593e-01,-1.454184762356813376e+00,1.894288831009036667e-01
8.284433158742151582e-01,-1.453800117094552924e+00,1.897058318523892340e-01
8.282756322847679709e-01,-1.453410395476936401e+00,1.899446453870253793e-01
8.280709634143510467e-01,-1.453014545643285027e+00,1.901392766220368069e-01
8.278383333124704757e-01,-1.452613075355517314e+00,1.902880748513119114e-01
8.275845884905351779e-01,-1.452206714874849647e+00,1.903927549368437666e-01
8.274255293520667021e-01,-1.451800288589607302e+00,1.904604293110748747e-01
8.272273889620270770e-01,-1.451390441750053606e+00,1.904846594759284362e-01
8.269988073759761971e-01,-1.450976797769098381e+00,1.904675218663710590e-01
8.267472259369175180e-01,-1.450560384308564155e+00,1.904138140632090359e-01
8.264782935181901324e-01,-1.450142289327653433e+00,1.903302396642643501e-01
8.261962973449363812e-01,-1.449723592680970174e+00,1.902245614871154178e-01
8.259044922849250181e-01,-1.449305315867750465e+00,1.901049534233957006e-01
8.256053507560353610e-01,-1.448888385018204161e+00,1.899795128836677116e-01
8.253007522823403441e-01,-1.448473605225384375e+00,1.898559029731481662e-01
8.249921271838296377e-01,-1.448061644490361344e+00,1.897410995492252173e-01
8.246805654220674686e-01,-1.447653025699368934e+00,1.896412229599267196e-01
8.243668989895046595e-01,-1.447248125198797419e+00,1.895614378888412221e-01
8.240517642247627839e-01,-1.446847176676284930e+00,1.895059075921783631e-01
8.237356489091011147e-01,-1.446450279192961208e+00,1.894777910982704261e-01
8.234189278360354303e-01,-1.446057408342636075e+00,1.894792737904066326e-01
8.231018896598587542e-01,-1.445668429638060193e+00,1.895116233151866447e-01
8.227847571536615057e-01,-1.445283113342058723e+00,1.895752640277870438e-01
8.224677024932206537e-01,-1.444901150072118057e+00,1.896698642593910300e-01
8.221508587916548372e-01,-1.444522166610675562e+00,1.897944316121141228e-01
8.218343288119390744e-01,-1.444145741449749609e+00,1.899474122835091150e-01
8.215181915580463956e-01,-1.443771419687474022e+00,1.901267911184447157e-01
8.212025072736799380e-01,-1.443398726975464008e+00,1.903301896972127705e-01
8.208873212473158931e-01,-1.443027182289675414e+00,1.905549603072644038e-01
8.205726667236817873e-01,-1.442656309363521183e+00,1.907982741210998978e-01
8.202585671472545359e-01,-1.442285646680573352e+00,1.910572023214901216e-01
8.199450379070870598e-01,-1.441914755975333806e+00,1.913287892828257897e-01
8.196320877098198787e-01,-1.441543229234549361e+00,1.916101172383716800e-01
8.193197196757378009e-01,-1.441170694228656846e+00,1.918983621412312657e-01
8.190079322286173413e-01,-1.440796818633542475e+00,1.921908406651076651e-01
8.186967198319330397e-01,-1.440421312827283584e+00,1.924850484923764649e-01
8.183860736102841482e-01,-1.440043931465385896e+00,1.927786902042621930e-01
8.180759818845597664e-01,-1.439664473951703716e+00,1.930697012236100851e-01
8.178765924162855194e-01,-1.439286924108321264e+00,1.933593686843986248e-01
8.176507474972574130e-01,-1.438906664779467492e+00,1.936340405417965871e-01
8.175141628665789639e-01,-1.438526414337329973e+00,1.938911245446207077e-01
8.173349024478849811e-01,-1.438141771614171338e+00,1.941153964407723309e-01
8.171225029040112275e-01,-1.437751665441144411e+00,1.943014693102116663e-01
8.169950362431609436e-01,-1.437360590818243633e+00,1.944510087223176587e-01
8.168217501018480986e-01,-1.436964820449554203e+00,1.945533975779468461e-01
8.166129314532535322e-01,-1.436563807903913581e+00,1.946078292085602346e-01
8.163772600292183990e-01,-1.436158491430236994e+00,1.946171871943602194e-01
8.162311353871841701e-01,-1.435753886493583265e+00,1.945902101629239656e-01
8.161510011564082623e-01,-1.435348870616118155e+00,1.945255860727538866e-01
8.160116217649194814e-01,-1.434941240684547870e+00,1.944143546244997134e-01
8.158265222886322832e-01,-1.434530752960629929e+00,1.942584750121799098e-01
8.156092463575734808e-01,-1.434121897446778426e+00,1.940632061813311882e-01
8.153652684296981423e-01,-1.433712067699181025e+00,1.938382087089496886e-01
8.151043247238929368e-01,-1.433305785982775804e+00,1.935930445903083219e-01
8.148274488717709430e-01,-1.432900669390947623e+00,1.933392682844928545e-01
8.145386225065872621e-01,-1.432498011175366903e+00,1.930875148938274166e-01
8.142408792691181452e-01,-1.432098909820321619e+00,1.928477924966858215e-01
8.139365277461685366e-01,-1.431704245116890650e+00,1.926291169624985145e-01
8.136273272093152986e-01,-1.431314673959738215e+00,1.924392729674848368e-01
8.133146205867488598e-01,-1.430930634410599867e+00,1.922846771354377871e-01
8.129994349946821908e-01,-1.430552356315155649e+00,1.921703218076842301e-01
8.126825576954379571e-01,-1.430179876951334306e+00,1.920997816652873225e-01
8.123645934597895080e-01,-1.429813060353809284e+00,1.920752684371219432e-01
8.120460078717538499e-01,-1.429451619121606676e+00,1.920977213940162076e-01
8.117271600178963542e-01,-1.429095137672052207e+00,1.921669233766432339e-01
8.114083271689190857e-01,-1.428743096053581407e+00,1.922816338254984270e-01
8.110897234268461542e-01,-1.428394893571228730e+00,1.924397317432020027e-01
8.107715138291623491e-01,-1.428049871611055677e+00,1.926383627729161552e-01
8.104538250356444484e-01,-1.427707335172661240e+00,1.928740856593156860e-01
8.101367534466870080e-01,-1.427366572731694649e+00,1.931430142983436016e-01
8.098203713924917446e-01,-1.427026874156571701e+00,1.934409524001440839e-01
8.095047318743547882e-01,-1.426687546495171821e+00,1.937635185023826312e-01
8.091898722200447924e-01,-1.426347927528105242e+00,1.941062596913594729e-01
8.088758169254381958e-01,-1.426007397055310877e+00,1.944647529260504215e-01
8.085625798869401359e-01,-1.425665385942540109e+00,1.948346933237556367e-01
8.082501661782734992e-01,-1.425321383004110043e+00,1.952119691623533937e-01
8.079385734868027580e-01,-1.424974939838681509e+00,1.955927236892202881e-01
8.076277932955414629e-01,-1.424625673766368728e+00,1.959734041059754683e-01
8.073178118750102827e-01,-1.424273269038900835e+00,1.963507983261193190e-01
8.070086111324238365e-01,-1.423917476510594859e+00,1.967220602837968235e-01
8.067001693529762818e-01,-1.423558111967332618e+00,1.970847247105002309e-01
8.063924618583115933e-01,-1.423195053314379566e+00,1.974367123965347082e-01
8.060854615998918060e-01,-1.422828236822517800e+00,1.977763270193715062e-01
8.057791396993934097e-01,-1.422457652626385682e+00,1.981022446553705185e-01
8.054734659440750955e-01,-1.422083339659849122e+00,1.984134970984406110e-01
8.051684092419771899e-01,-1.421705380201405911e+00,1.987094500926049889e-01
8.048639380396149789e-01,-1.421323894188672554e+00,1.989897775486310083e-01
8.046693088230822966e-01,-1.420943196618382975e+00,1.992576660977234404e-01
8.044484520626095092e-01,-1.420558944574669802e+00,1.995010411746462597e-01
8.042069142309674623e-01,-1.420170006762908166e+00,1.997158977370945554e-01
8.039497832544818534e-01,-1.419776714605466728e+00,1.999007705207945795e-01
8.036809146393106840e-01,-1.419379530670931366e+00,2.000562554156831985e-01
8.035123575959799425e-01,-1.418983095611649814e+00,2.001876745527381707e-01
8.033104821777473648e-01,-1.418583558773677700e+00,2.002857542713513961e-01
8.030825240996539716e-01,-1.418180186718547287e+00,2.003497240485175301e-01
8.029438913220673379e-01,-1.417777732705503668e+00,2.003847716835586157e-01
8.027636996070155462e-01,-1.417372604629323352e+00,2.003824570304046648e-01
8.026601450650904246e-01,-1.416968305658511840e+00,2.003468063068172267e-01
8.026127587279470177e-01,-1.416563483160189874e+00,2.002729850796731714e-01
8.024995353664613473e-01,-1.416155785551699742e+00,2.001496268355983932e-01
8.023355782379929524e-01,-1.415744933490684421e+00,1.999774087750348650e-01
8.021353844405537670e-01,-1.415335393405102726e+00,1.997610644557239190e-01
8.019056238433186490e-01,-1.414924654599071463e+00,1.995102575932775346e-01
8.016565549982217487e-01,-1.414517256912307674e+00,1.992349657729692858e-01
8.013898934043539590e-01,-1.414110969296065612e+00,1.989473706742010684e-01
8.011134975347966591e-01,-1.413710091223276510e+00,1.986582839566566339e-01
