# q1,q2,q3
8.008263049780041110e-01,-1.413312314601952835e+00,1.983791958253961762e-01
8.005310475289885153e-01,-1.412918710643753517e+00,1.981199472601341827e-01
8.002298131606548903e-01,-1.412530109917022880e+00,1.978891600632290138e-01
7.999241953661218041e-01,-1.412147097382122185e+00,1.976940557972797219e-01
7.996154130903546653e-01,-1.411770024165535764e+00,1.975403665465087222e-01
7.993044012877715820e-01,-1.411399024612377318e+00,1.974323192547020600e-01
7.989918792370230838e-01,-1.411034037224331961e+00,1.973726767538282190e-01
7.986784020448390864e-01,-1.410674828261605507e+00,1.973628214332681929e-01
7.983643994597517946e-01,-1.410321016934922067e+00,1.974028698441221974e-01
7.980502051183215872e-01,-1.409972101257878530e+00,1.974918084931026052e-01
7.977360785871455695e-01,-1.409627483769344991e+00,1.976276427384046352e-01
7.974222219868731809e-01,-1.409286496468578287e+00,1.978075521164367745e-01
7.971087925465005775e-01,-1.408948424431025970e+00,1.980280466484047319e-01
7.967959121043394211e-01,-1.408612527689389271e+00,1.982851197330129100e-01
7.964836743209671166e-01,-1.408278061071560838e+00,1.985743941511994293e-01
7.961721501798121325e-01,-1.407944291783985946e+00,1.988912585100638675e-01
7.958613922079801339e-01,-1.407610514615433850e+00,1.992309921508514381e-01
7.955514377421624150e-01,-1.407276064711977526e+00,1.995888771517636551e-01
7.952423114833285789e-01,-1.406940327939225188e+00,1.999602965799591459e-01
7.949340275228168329e-01,-1.406602748902762379e+00,2.003408185962487209e-01
7.946265909763989832e-01,-1.406262836742763644e+00,2.007262663973644334e-01
7.943199993281554461e-01,-1.405920168854354335e+00,2.011127743001464574e-01
7.940142435597129511e-01,-1.405574392712195753e+00,2.014968305347935584e-01
7.937093091204668882e-01,-1.405225225996667549e+00,2.018753075252957552e-01
7.934051767792618115e-01,-1.404872455230718353e+00,2.022454805988430360e-01
7.931018233864770561e-01,-1.404515933141772921e+00,2.026050361867096361e-01
7.929077891537479328e-01,-1.404159798514588831e+00,2.029554075386076906e-01
7.926879169583214146e-01,-1.403799439513193859e+00,2.032826637549180193e-01
7.924477096366301376e-01,-1.403433548662022412e+00,2.035812436743196507e-01
7.921922195906990760e-01,-1.403062319275113934e+00,2.038483184252888325e-01
7.920337036196405389e-01,-1.402690263972647733e+00,2.040866774539633888e-01
7.918400932236843159e-01,-1.402313340046855261e+00,2.042849345407711792e-01
7.917274636936579846e-01,-1.401934867858641631e+00,2.044442746290189572e-01
7.915676630914982859e-01,-1.401551074365109395e+00,2.045531829778237387e-01
7.913713154354807822e-01,-1.401161453942182389e+00,2.046105851528934039e-01
7.912555875485153267e-01,-1.400771044364412354e+00,2.046227828194878973e-01
7.910925382257262273e-01,-1.400376622633141332e+00,2.045830276226380806e-01
7.908928050466991211e-01,-1.399978032774330305e+00,2.044944515456678658e-01
7.907734767849646795e-01,-1.399580534525715514e+00,2.043669695848131518e-01
7.906067658728374026e-01,-1.399181186654619546e+00,2.041967858701877470e-01
7.904033127896286093e-01,-1.398779949117427313e+00,2.039894145261068881e-01
7.901747588569579817e-01,-1.398381237099511454e+00,2.037524570160398341e-01
7.899245730396574627e-01,-1.397982695569145450e+00,2.034966828065766786e-01
7.896613631677215084e-01,-1.397588630449336788e+00,2.032321603376170960e-01
7.893850743244416046e-01,-1.397196729343771260e+00,2.029701884500068054e-01
7.890989784720637834e-01,-1.396808127941880251e+00,2.027207953251475570e-01
7.888055718352930956e-01,-1.396423746151259193e+00,2.024930683020197131e-01
7.885067567467113347e-01,-1.396044274674759889e+00,2.022948868333354633e-01
7.882039861568695960e-01,-1.395670179649744824e+00,2.021327638595722953e-01
7.878983727794891534e-01,-1.395301713814646627e+00,2.020117744946286764e-01
7.875907714359497991e-01,-1.394938932688600364e+00,2.019355528793351229e-01
7.872818411248695414e-01,-1.394581714426047059e+00,2.019063413150632702e-01
7.869720917725492315e-01,-1.394229782159983611e+00,2.019250784530630671e-01
7.866619194240938029e-01,-1.393882727796343035e+00,2.019915155198767354e-01
7.863516327244662873e-01,-1.393540036366239576e+00,2.021043514076265868e-01
7.860414728460000111e-01,-1.393201110181066849e+00,2.022613790256473920e-01
7.857316284924188432e-01,-1.392865292166457492e+00,2.024596366525616420e-01
7.854222472098013608e-01,-1.392531887873833751e+00,2.026955591867501405e-01
7.851134439320375247e-01,-1.392200185781845567e+00,2.029651251990111926e-01
7.848053074590994882e-01,-1.391869475603729978e+00,2.032639965671657334e-01
7.844979053932223945e-01,-1.391539064410086457e+00,2.035876482360828021e-01
7.841912879273564840e-01,-1.391208290459483576e+00,2.039314863117346610e-01
7.838854907816700246e-01,-1.390876534701645406e+00,2.042909532752525681e-01
7.835805375095878933e-01,-1.390543229979843254e+00,2.046616196013086586e-01
7.832764413388413338e-01,-1.390207868010842063e+00,2.050392614917958545e-01
7.829732066707487670e-01,-1.389870004262777181e+00,2.054199247969741571e-01
7.826708303290195179e-01,-1.389529260884233786e+00,2.057999754975194384e-01
7.823693026252046545e-01,-1.389185327862256791e+00,2.061761373672540421e-01
7.820686082895946800e-01,-1.388837962603768572e+00,2.065455176324059172e-01
7.817687273024546135e-01,-1.388486988144722822e+00,2.069056215934391429e-01
7.814696356499429841e-01,-1.388132290195094765e+00,2.072543572840620796e-01
7.811713060210958570e-01,-1.387773813226333086e+00,2.075900313130726871e-01
7.808737084562938913e-01,-1.387411555801987273e+00,2.079113370722749654e-01
7.805768109532366106e-01,-1.387045565342667208e+00,2.082173365017530309e-01
7.802805800332954789e-01,-1.386675932504038089e+00,2.085074365861885326e-01
7.800927398169539284e-01,-1.386307031901054643e+00,2.087848228157227759e-01
7.799852340933827177e-01,-1.385936713595190106e+00,2.090408072310634968e-01
7.798314853984227302e-01,-1.385561555591325211e+00,2.092580973822839030e-01
7.796419018315925431e-01,-1.385180489381059754e+00,2.094306478085239676e-01
7.795328446189754290e-01,-1.384798178499779375e+00,2.095604079259620611e-01
7.794829488185284205e-01,-1.384413039935531886e+00,2.096405601074793623e-01
7.793709149081058385e-01,-1.384022482633074480e+00,2.096577591193815593e-01
7.792109687666779472e-01,-1.383626156917454608e+00,2.096112847964583525e-01
7.790147665561456547e-01,-1.383225290602708935e+00,2.095056293995417873e-01
7.788985264239883799e-01,-1.382825279573461463e+00,2.093524984424122160e-01
7.787353127019712717e-01,-1.382423301652142555e+00,2.091495958046182546e-01
7.785356406598018530e-01,-1.382019436636847898e+00,2.089040381024553084e-01
7.783110514944256986e-01,-1.381618155206931986e+00,2.086249932561650977e-01
7.780649466182847362e-01,-1.381217300424778971e+00,2.083246332978346271e-01
7.779098905185893864e-01,-1.380822309920057167e+00,2.080185364242733426e-01
7.778249474221701210e-01,-1.380435894884820103e+00,2.077090206164175501e-01
7.777891233200051602e-01,-1.380053540485194130e+00,2.073944523592907707e-01
7.777894381226780895e-01,-1.379675016081124195e+00,2.070690967257828030e-01
7.778160657403617728e-01,-1.379300015377983524e+00,2.067257146590568972e-01
7.778615659420020645e-01,-1.378928243565272105e+00,2.063567592661103289e-01
7.779203093640324473e-01,-1.378559484962074366e+00,2.059552121503785971e-01
7.779880410721211614e-01,-1.378193645695712455e+00,2.055151402967372032e-01
7.780615494192903991e-01,-1.377830776390060796e+00,2.050320358153142342e-01
7.781384149285691665e-01,-1.377471079205326410e+00,2.045029884390484332e-01
7.782168199733628944e-01,-1.377114902961827703e+00,2.039267309268684991e-01
7.782954046225616374e-01,-1.376762729525264906e+00,2.033035898079759429e-01
7.783727947193070928e-01,-1.376416571418850099e+00,2.026349866749669049e-01
7.784487047892348910e-01,-1.376075422587893504e+00,2.019245809425971316e-01
7.785223034383099705e-01,-1.375741160949420783e+00,2.011763737455596890e-01
7.785931940855255196e-01,-1.375412736759507926e+00,2.003868896635376262e-01
7.786612030435798859e-01,-1.375092266770342020e+00,1.995686361019348154e-01
7.787262346272667557e-01,-1.374781364841665354e+00,1.987324745111811730e-01
7.787885684003547082e-01,-1.374479497059347022e+00,1.978882397364789547e-01
7.788481308102164213e-01,-1.374187875271938530e+00,1.970438966336180431e-01
7.789048999487400149e-01,-1.373907366498332117e+00,1.962062161966451335e-01
7.789588929040978105e-01,-1.373638553223503145e+00,1.953809004691728080e-01
7.790101558066170329e-01,-1.373381784480444789e+00,1.945726972705957569e-01
7.790587560146770008e-01,-1.373137219050233337e+00,1.937855053471683187e-01
7.791047759993958710e-01,-1.372904861924601372e+00,1.930224705430054477e-01
7.791483085767922923e-01,-1.372684595013889508e+00,1.922860735686507672e-01
7.791894532077681124e-01,-1.372476202944220791e+00,1.915782099254279003e-01
7.792283131433567211e-01,-1.372279394668083352e+00,1.909002625228128358e-01
7.792649932381778832e-01,-1.372093821509532185e+00,1.902531675039353387e-01
7.792995982912855890e-01,-1.371919092176635546e+00,1.896374737713857894e-01
7.793322318024709094e-01,-1.371754785197591531e+00,1.890533966820754086e-01
7.793629950550802210e-01,-1.371600459171420150e+00,1.885008663562327824e-01
7.793919864547262932e-01,-1.371455661167808593e+00,1.879795710219445137e-01
7.794193010678540645e-01,-1.371319933562280768e+00,1.874889957931517304e-01
