# x,y
6.443843248999812090e-01,2.660079495775735658e-02
6.443844856006776256e-01,2.631145778387099232e-02
6.443846474781269595e-01,2.602211132910819957e-02
6.443848111518410970e-01,2.573275997687207717e-02
6.443849771551124483e-01,2.544340714346626786e-02
6.443851459467384579e-01,2.515405550125511536e-02
6.443842857634991539e-01,2.493586599734946840e-02
6.443830295749159998e-01,2.477116984387912890e-02
6.443815973961887211e-01,2.464677732751917316e-02
6.443801267206072936e-01,2.455276350374845096e-02
6.443787070609748868e-01,2.448276501169946440e-02
6.443773806391425163e-01,2.442977864585310632e-02
6.443766763408418363e-01,2.431866534239962574e-02
6.443755882823390957e-01,2.423485484021846437e-02
6.443750028187114065e-01,2.410053420157250159e-02
6.443750039518212347e-01,2.392805020182432740e-02
6.443743491761293463e-01,2.379805472721840953e-02
6.443739945874106256e-01,2.362895972296660818e-02
6.443740929262793404e-01,2.343028260851431899e-02
6.443744786970095895e-01,2.320934600391061364e-02
6.443750361452035280e-01,2.297165461230485373e-02
6.443756862136325037e-01,2.272134729407518372e-02
6.443763761764039755e-01,2.246153677946514937e-02
6.443770719586786599e-01,2.219456475067760337e-02
6.443777525162205366e-01,2.192219340189102694e-02
6.443784057670464138e-01,2.164574931616361497e-02
6.443790256771011471e-01,2.136623154484527942e-02
6.443796101946371868e-01,2.108439280933421811e-02
6.443801598028424671e-01,2.080080051991886614e-02
6.443806765188850871e-01,2.051588263690524994e-02
6.443811632125301392e-01,2.022996214643749124e-02
6.443816231514775117e-01,1.994328298326561444e-02
6.443820597059753963e-01,1.965602952710591989e-02
6.443824761640715160e-01,1.936834126963252189e-02
6.443828756226912535e-01,1.908032385157061583e-02
6.443832609298107972e-01,1.879205737090140771e-02
6.443836346603144527e-01,1.850360263909206493e-02
6.443839991133945011e-01,1.821500589398901415e-02
6.443843563231252958e-01,1.792630235163468477e-02
6.443847080765350288e-01,1.763751888434636483e-02
6.443850559353820895e-01,1.734867604108666916e-02
6.443854012591820890e-01,1.705978957257683892e-02
6.443857452279371234e-01,1.677087158334614192e-02
6.443860888636554485e-01,1.648193140264724021e-02
6.443864330501629656e-01,1.619297624342269648e-02
6.443867785509943547e-01,1.590401170140030851e-02
6.443871260253191124e-01,1.561504213353748227e-02
6.443874760419744385e-01,1.532607094535240466e-02
6.443869791431686700e-01,1.510858839059325831e-02
6.443861764375253820e-01,1.494476997697061216e-02
6.443852306364581395e-01,1.482131771495590056e-02
6.443845604496283297e-01,1.465693943087535700e-02
6.443843477798048003e-01,1.446165856502305835e-02
6.443835964288723295e-01,1.431468584091293017e-02
6.443827361166672985e-01,1.420394863018802079e-02
6.443818509596304089e-01,1.412047331038866760e-02
6.443813026932128096e-01,1.398619126154487802e-02
6.443812458566189338e-01,1.381358252729211755e-02
6.443815171344631221e-01,1.361218097786821846e-02
6.443819993611517027e-01,1.338914487063599945e-02
6.443826103599188393e-01,1.314984932371729420e-02
6.443832936201534523e-01,1.289833113872645987e-02
6.443840111762002554e-01,1.263762255122212463e-02
6.443847382734373408e-01,1.237000166316315486e-02
6.443854594339387676e-01,1.209718037286487691e-02
6.443861655918622366e-01,1.182044541440255281e-02
6.443868520320403803e-01,1.154076421636851535e-02
6.443875169233648226e-01,1.125886436363515708e-02
6.443881602876031511e-01,1.097529325118853927e-02
6.443887832837847940e-01,1.069046287313420163e-02
6.443893877191284592e-01,1.040468345542075457e-02
6.443899757210698187e-01,1.011818871480568705e-02
6.443905495227116864e-01,9.831154831939192817e-03
6.443911113272460245e-01,9.543714705341654891e-03
6.443916632266434297e-01,9.255968662100183542e-03
6.443922071570448162e-01,8.967992507795313761e-03
6.443927448784702028e-01,8.679843578083698552e-03
6.443932779701946334e-01,8.391565289217292611e-03
6.443938078358251165e-01,8.103190560845421886e-03
6.443943357140129446e-01,7.814744391431163728e-03
6.443948626920844580e-01,7.526245796803304744e-03
6.443953897208157811e-01,7.237709269957717795e-03
6.443959176292267665e-01,6.949145880878401793e-03
