# q1,q2,q3
8.357389541265469735e-01,-1.408452168209626931e+00,5.138004998364516240e-02
8.353681574880933436e-01,-1.408216444740892914e+00,5.236907405261746057e-02
8.351089407502457762e-01,-1.407966004462061216e+00,5.330858249746156519e-02
8.348226640748001026e-01,-1.407698416511527384e+00,5.418956752465467486e-02
8.346261633302254346e-01,-1.407415846473624166e+00,5.500744096670041189e-02
8.344956212502359083e-01,-1.407117103943733794e+00,5.575295335611087089e-02
8.344137068397721180e-01,-1.406802060456578296e+00,5.641444207315847448e-02
8.343672715660650496e-01,-1.406470726095377266e+00,5.697996008782771349e-02
8.343463601939962171e-01,-1.406123340861979543e+00,5.743855191378512137e-02
8.343434581585333909e-01,-1.405760429631325303e+00,5.778110177200860426e-02
8.343529168905056137e-01,-1.405382825967460558e+00,5.800085100058333110e-02
8.343705146043336462e-01,-1.404991671574391088e+00,5.809366120462486349e-02
8.343931202951682113e-01,-1.404588397261512522e+00,5.805808421986292239e-02
8.344184364392978059e-01,-1.404174690463704689e+00,5.789528789936604358e-02
8.344448017596178824e-01,-1.403752453584788951e+00,5.760887720703753573e-02
8.344710398670203144e-01,-1.403323756732988148e+00,5.720464249759232150e-02
8.344963429658366350e-01,-1.402890787788003912e+00,5.669026071904394865e-02
8.345197289449384215e-01,-1.402455185064572563e+00,5.606623907097406379e-02
8.345415176980188754e-01,-1.402020092419647534e+00,5.535455473087119022e-02
8.345618470665463473e-01,-1.401589758763976956e+00,5.457405057726109898e-02
8.345809849997105623e-01,-1.401164917378427743e+00,5.374210487671779446e-02
8.345989997011543648e-01,-1.400748718222831313e+00,5.287308942688560137e-02
8.346160080810798299e-01,-1.400341880888900548e+00,5.198004747813372156e-02
8.346320576193073659e-01,-1.399946601385641642e+00,5.107372734089012101e-02
8.346471954318027686e-01,-1.399564520941952939e+00,5.016337130452650644e-02
8.346614677962491680e-01,-1.399196820550357101e+00,4.925686760220178428e-02
8.346749198062853869e-01,-1.398844301204351659e+00,4.836089041342871847e-02
8.346875951263935667e-01,-1.398507451888278519e+00,4.748102857868474747e-02
8.346995358252145003e-01,-1.398186507089312025e+00,4.662190368954346326e-02
8.347107822696840929e-01,-1.397881495352020442e+00,4.578727820327758297e-02
8.347213730660565378e-01,-1.397592280181441771e+00,4.498015421334593256e-02
8.347313450367995769e-01,-1.397318594415939197e+00,4.420286348721782360e-02
8.347407332246716827e-01,-1.397060069032152407e+00,4.345714936113175692e-02
8.347495709171361966e-01,-1.396816257207576184e+00,4.274424105809011137e-02
8.347578896857353881e-01,-1.396586654348614287e+00,4.206492097106055705e-02
8.347657194362123612e-01,-1.396370714690733372e+00,4.141958542833752005e-02
8.347730884660919948e-01,-1.396167864990295993e+00,4.080829943261680276e-02
8.347800235271650715e-01,-1.395977515752818032e+00,4.023084583981382384e-02
8.347865498909003978e-01,-1.395799070378082263e+00,3.968676941823334053e-02
8.347926914152674627e-01,-1.395631932547287457e+00,3.917541620356463500e-02
8.347984706118160014e-01,-1.395475512129953577e+00,3.869596854048828333e-02
8.348039087121420510e-01,-1.395329229847561692e+00,3.824747617757004448e-02
8.348090257330973429e-01,-1.395192520895947252e+00,3.782888375868954933e-02
8.348135075833587049e-01,-1.395066492513612699e+00,3.743854050637974995e-02
8.348174592733964561e-01,-1.394950268870525534e+00,3.707533179167352144e-02
8.348209659229859358e-01,-1.394843051255266975e+00,3.673809310364797853e-02
8.348240967124442857e-01,-1.394744110638423962e+00,3.642562684780521753e-02
8.348269080373307283e-01,-1.394652781026481714e+00,3.613671688936456738e-02
8.348294460278895546e-01,-1.394568453514579698e+00,3.587014106338323738e-02
8.348317485618160783e-01,-1.394490570957828801e+00,3.562468185660017800e-02
8.348338468728611073e-01,-1.394418623190766260e+00,3.539913544978991189e-02
8.348357668370125495e-01,-1.394352142733125133e+00,3.519231929421100941e-02
8.348375300014240219e-01,-1.394290700927597326e+00,3.500307838142339284e-02
8.348391544080575599e-01,-1.394233904461815721e+00,3.483029035231067355e-02
8.348405693443180509e-01,-1.394183110902872391e+00,3.467233719382678547e-02
8.348418101985636275e-01,-1.394137627604989049e+00,3.452825730064527227e-02
8.348429056010471250e-01,-1.394096847348932577e+00,3.439712232211623866e-02
8.348438787698791996e-01,-1.394060237328898166e+00,3.427803960087003748e-02
8.348447485854466610e-01,-1.394027329597881781e+00,3.417015396008422218e-02
8.348455304482789163e-01,-1.393997712775389752e+00,3.407264892281601509e-02
8.348462369642057901e-01,-1.393971024847942441e+00,3.398474743883592164e-02
8.348468784917625340e-01,-1.393946946915805229e+00,3.390571218702256862e-02
8.348474635797109578e-01,-1.393925197759237511e+00,3.383484551456544809e-02
8.348479993168977931e-01,-1.393905529114690900e+00,3.377148906794078670e-02
8.348484916121671207e-01,-1.393887721566206883e+00,3.371502316484670941e-02
8.348489454184552239e-01,-1.393871580970057700e+00,3.366486595097837459e-02
8.348493649123318594e-01,-1.393856935341737824e+00,3.362047238066287469e-02
8.348497536379733130e-01,-1.393843632143964673e+00,3.358133305592980733e-02
8.348501146227307323e-01,-1.393831535922606557e+00,3.354697295453967082e-02
8.348504504700080542e-01,-1.393820526244593960e+00,3.351695007380214864e-02
8.348507634340079919e-01,-1.393810495898038182e+00,3.349085401366524994e-02
8.348510554799818406e-01,-1.393801349320113125e+00,3.346830451951997992e-02
8.348513283328845569e-01,-1.393793001222872086e+00,3.344895000242074923e-02
8.348515835167489296e-01,-1.393785375391150660e+00,3.343246605194744731e-02
8.348518223866282506e-01,-1.393778403630162144e+00,3.341855395470997442e-02
8.348520461545801963e-01,-1.393772024843369817e+00,3.340693922950085243e-02
8.348522559108713104e-01,-1.393766184223802274e+00,3.339737018831750309e-02
8.348524526413412250e-01,-1.393760832544210349e+00,3.338961653088552695e-02
8.348526372416795738e-01,-1.393755925533394668e+00,3.338346797890167500e-02
8.348528105292152279e-01,-1.393751423327708405e+00,3.337873295496459475e-02
8.348529732526983604e-01,-1.393747289988182203e+00,3.337523731005877237e-02
8.348531261004603632e-01,-1.393743493074979467e+00,3.337282310248876338e-02
8.348532697072583719e-01,-1.393740003271967565e+00,3.337134743031475864e-02
8.348534046600518677e-01,-1.393736794055138617e+00,3.337068131860474601e-02
8.348535315029083081e-01,-1.393733841399424023e+00,3.337070866218280751e-02
8.348536507411977725e-01,-1.393731123519158288e+00,3.337132522400710483e-02
8.348537628452025183e-01,-1.393728620638054139e+00,3.337243768884611689e-02
8.348538682532457011e-01,-1.393726314785090459e+00,3.337396277152891721e-02
8.348539673744211909e-01,-1.393724189613168685e+00,3.337582637871747832e-02
8.348540605909917645e-01,-1.393722230237799620e+00,3.337796282287842226e-02
8.348541482605098540e-01,-1.393720423093426364e+00,3.338031408691261026e-02
8.348542307177042598e-01,-1.393718755805293696e+00,3.338282913772677718e-02
8.348543082761696876e-01,-1.393717217075034709e+00,3.338546328689741965e-02
8.348543812298867550e-01,-1.393715796578377297e+00,3.338817759647769862e-02
8.348544498545978909e-01,-1.393714484873567638e+00,3.339093832792951883e-02
8.348545144090581127e-01,-1.393713273319284296e+00,3.339371643212054458e-02
8.348545751361766687e-01,-1.393712154000964931e+00,3.339648707830636387e-02
8.348546322640634232e-01,-1.393711119664599707e+00,3.339922922001826999e-02
8.348546860069917530e-01,-1.393710163657161605e+00,3.340192519579365110e-02
8.348547365662861708e-01,-1.393709279872939577e+00,3.340456036271678697e-02
8.348547841311435569e-01,-1.393708462705132600e+00,3.340712276078013077e-02
8.348548288793948835e-01,-1.393707707002135754e+00,3.340960280612814692e-02
8.348548709782126487e-01,-1.393707008028017169e+00,3.341199301130534649e-02
8.348549105847694607e-01,-1.393706361426742202e+00,3.341428773069593516e-02
8.348549478468518803e-01,-1.393705763189754920e+00,3.341648292941278020e-02
8.348549829034335179e-01,-1.393705209626567632e+00,3.341857597396720447e-02
8.348550158852106051e-01,-1.393704697338052023e+00,3.342056544312713845e-02
8.348550469151029274e-01,-1.393704223192159253e+00,3.342245095744848099e-02
8.348550761087228933e-01,-1.393703784301823401e+00,3.342423302604244362e-02
8.348551035748152938e-01,-1.393703378004836679e+00,3.342591290921938241e-02
8.348551294156687508e-01,-1.393703001845499001e+00,3.342749249572643522e-02
8.348551537275028522e-01,-1.393702653557873816e+00,3.342897419337203385e-02
8.348551766008304176e-01,-1.393702331050495014e+00,3.343036083190422530e-02
8.348551981207982253e-01,-1.393702032392387213e+00,3.343165557708176194e-02
8.348552183675065352e-01,-1.393701755800277109e+00,3.343286185494642737e-02
8.348552374163097367e-01,-1.393701499626886386e+00,3.343398328537223324e-02
8.348552553380984564e-01,-1.393701262350204972e+00,3.343502362403159844e-02
8.348552721995647907e-01,-1.393701042563657788e+00,3.343598671198021871e-02
8.348552880634517726e-01,-1.393700838967083522e+00,3.343687643212111399e-02
8.348553029887876287e-01,-1.393700650358453474e+00,3.343769667186431704e-02
8.348553170311061589e-01,-1.393700475626264979e+00,3.343845129135153416e-02
8.348553302426537925e-01,-1.393700313742551655e+00,3.343914409666527005e-02
8.348553426725846549e-01,-1.393700163756455446e+00,3.343977881748903119e-02
