# ex,ey
6.659393004260216742e-06,-4.580006669960279275e-07
6.674317028165788201e-06,-4.648743323794335414e-07
6.689306484619628179e-06,-4.717725183983612069e-07
6.704361578901973928e-06,-4.786960707339749099e-07
6.719482523287467757e-06,-4.856457931634583503e-07
6.734669537045157028e-06,-4.926224500441389598e-07
6.749922845772360347e-06,-4.996267692902733870e-07
6.765242680839556044e-06,-5.066594455059580948e-07
6.780629279057315273e-06,-5.137211415567888295e-07
6.796082882121190494e-06,-5.208124914148071216e-07
6.811603736389670871e-06,-5.279341024518047210e-07
6.827192092218048458e-06,-5.350865569138385514e-07
6.842848204402507406e-06,-5.422704141416767598e-07
6.858572331069900940e-06,-5.494862122326638065e-07
6.874364733899795965e-06,-5.567344694111520109e-07
6.890225677569361551e-06,-5.640156857007749824e-07
6.906155430086435842e-06,-5.713303443503903178e-07
6.922154261901347638e-06,-5.786789129200164972e-07
6.938222446017938694e-06,-5.860618447102450279e-07
6.954360258215608326e-06,-5.934795797371550385e-07
6.970567976050112691e-06,-6.009325459119252422e-07
6.986845879630720901e-06,-6.084211595196176159e-07
7.003194250732036608e-06,-6.159458268255313396e-07
7.019613373016042601e-06,-6.235069444984753240e-07
7.036103532032100816e-06,-6.311049003324131768e-07
7.052665014772863117e-06,-6.387400743185223106e-07
7.069298110118360512e-06,-6.464128387805023745e-07
7.086003108169869336e-06,-6.541235595194927477e-07
7.102780300360933552e-06,-6.618725961783644696e-07
7.119629979457364755e-06,-6.696603026788705559e-07
7.136552439446219864e-06,-6.774870279814548812e-07
7.153547975424778826e-06,-6.853531162448467384e-07
7.170616883822589216e-06,-6.932589076760753422e-07
7.187759461846354725e-06,-7.012047384749586776e-07
7.204976007813002070e-06,-7.091909414898289743e-07
7.222266820816614086e-06,-7.172178464118217356e-07
7.239632200950474328e-06,-7.252857803646817203e-07
7.257072449307067075e-06,-7.333950681198686539e-07
7.274587867422965815e-06,-7.415460320688016527e-07
7.292178757611900153e-06,-7.497389927918485242e-07
7.309845423075778115e-06,-7.579742694538427195e-07
7.327588167793663843e-06,-7.662521794883636606e-07
7.345407295966666084e-06,-7.745730394130567742e-07
7.363303112795094307e-06,-7.829371645520777356e-07
7.381275923701302588e-06,-7.913448696016123218e-07
7.399326034773778815e-06,-7.997964685813041541e-07
7.417453752656122390e-06,-8.082922749383381067e-07
7.435659384324999621e-06,-8.168326019568350471e-07
7.453943237423210633e-06,-8.254177627266268136e-07
7.472305619704577850e-06,-8.340480701848895784e-07
7.490746839367012910e-06,-8.427238373555356876e-07
7.509267204941494356e-06,-8.514453775296249027e-07
7.527867025292067638e-06,-8.602130042410782718e-07
7.546546609837889719e-06,-8.690270314054560075e-07
7.565306267554028352e-06,-8.778877735211854105e-07
7.584146308525774316e-06,-8.867955453330245152e-07
7.603067042283306876e-06,-8.957506626126876537e-07
7.622068778800894506e-06,-9.047534417494507153e-07
7.641151828385872591e-06,-9.138041996738233141e-07
7.660316501234554210e-06,-9.229032545271520505e-07
7.679563107543252443e-06,-9.320509250614061880e-07
7.698891957730324975e-06,-9.412475311249002274e-07
7.718303362214129493e-06,-9.504933936033133079e-07
7.737797631413023680e-06,-9.597888343954030788e-07
7.757375075523320618e-06,-9.691341765691308119e-07
7.777036005074400293e-06,-9.785297441639029259e-07
7.796780729929508880e-06,-9.879758624750656359e-07
7.816609560507004062e-06,-9.974728581163549990e-07
7.836522806559109711e-06,-1.007021058884588482e-06
7.856520777838049696e-06,-1.016620793908851184e-06
7.876603783874003284e-06,-1.026272393626209700e-06
7.896772133753060530e-06,-1.035976189660281488e-06
7.917026136783356094e-06,-1.045732515220221259e-06
7.937366101384846218e-06,-1.055541704583773388e-06
7.957792336199531746e-06,-1.065404093822386322e-06
7.978305148870212804e-06,-1.075320020214876049e-06
7.998904847261734119e-06,-1.085289822483348487e-06
8.019591738128717395e-06,-1.095313840685646634e-06
8.040366128447828942e-06,-1.105392416628214747e-06
8.061228324085512043e-06,-1.115525893363028542e-06
8.082178630797187679e-06,-1.125714615517192652e-06
8.103217353561120717e-06,-1.135958929185387767e-06
8.124344796800464508e-06,-1.146259182092934648e-06
8.145561264050193984e-06,-1.156615723377218963e-06
8.166867058512217170e-06,-1.167028903681366359e-06
8.188262482278219068e-06,-1.177499075244448079e-06
8.209747837217840072e-06,-1.188026591825153133e-06
8.231323423646408344e-06,-1.198611808708727189e-06
8.252989541546185137e-06,-1.209255082689625338e-06
8.274746489900230983e-06,-1.219956772241514997e-06
8.296594567025472600e-06,-1.230717237125228403e-06
8.318534069462479863e-06,-1.241536838995915826e-06
8.340565293640800348e-06,-1.252415940847934062e-06
8.362688534435669396e-06,-1.263354907278524397e-06
8.384904085501077020e-06,-1.274354104373320862e-06
8.407212239824879418e-06,-1.285413899841658658e-06
8.429613288840620555e-06,-1.296534662936776883e-06
8.452107522760599068e-06,-1.307716764521738018e-06
8.474695230686890568e-06,-1.318960576847383326e-06
8.497376700056236132e-06,-1.330266473649477366e-06
8.520152217417198415e-06,-1.341634830447080429e-06
8.543022067430960931e-06,-1.353066024091520436e-06
8.565986533426439564e-06,-1.364560433037009801e-06
8.589045897289260267e-06,-1.376118437257378702e-06
8.612200439128692153e-06,-1.387740417982397112e-06
8.635450437832759008e-06,-1.399426758308397467e-06
8.658796169958016264e-06,-1.411177842670918725e-06
8.682237910617729426e-06,-1.422994056921034201e-06
8.705775933370851760e-06,-1.434875788582090639e-06
8.729410509666912787e-06,-1.446823426239085553e-06
8.753141909068062887e-06,-1.458837360308884445e-06
8.776970399027028691e-06,-1.470917982568376026e-06
8.800896245331202294e-06,-1.483065686071205480e-06
8.824919711325485139e-06,-1.495280865494719169e-06
8.849041058245354918e-06,-1.507563916751386568e-06
8.873260545549932488e-06,-1.519915237009616948e-06
8.897578429700736535e-06,-1.532335225304382043e-06
8.921994965382928910e-06,-1.544824281558832002e-06
8.946510404839180808e-06,-1.557382807236551425e-06
8.971124997647628163e-06,-1.570011205029309131e-06
8.995838990943916258e-06,-1.582709879058286084e-06
9.020652629310177417e-06,-1.595479234665908574e-06
9.045566154552986404e-06,-1.608319678457481583e-06
9.070579806036427328e-06,-1.621231618398333296e-06
9.095693819682892922e-06,-1.634215463591770501e-06
9.120908429527396777e-06,-1.647271624480306507e-06
9.146223865830194200e-06,-1.660400512450144195e-06
9.171640356187005239e-06,-1.673602540337715272e-06
9.197158124973903170e-06,-1.686878122075796682e-06
9.222777393680381408e-06,-1.700227672624121666e-06
9.248498380354241988e-06,-1.713651608108157642e-06
9.274321299712617872e-06,-1.727150345826045097e-06
9.300246363141972950e-06,-1.740724304033491876e-06
9.326273778476057430e-06,-1.754373902235206728e-06
9.352403750217952449e-06,-1.768099560602032216e-06
9.378636478984958558e-06,-1.781901700630139640e-06
9.404972161841662626e-06,-1.795780744454078537e-06
9.431410992188915543e-06,-1.809737115547604969e-06
9.457953159319743008e-06,-1.823771237918769828e-06
9.484598848641390134e-06,-1.837883536581763622e-06
9.511348241453276842e-06,-1.852074437598549839e-06
9.538201515280064768e-06,-1.866344367482120070e-06
9.565158842983478849e-06,-1.880693753848750038e-06
9.592220393206396523e-06,-1.895123024980849280e-06
9.619386330261825435e-06,-1.909632609743694420e-06
9.646656814132903435e-06,-1.924222937821351564e-06
9.674032000250853969e-06,-1.938894439612592890e-06
9.701512038828852269e-06,-1.953647546029668725e-06
9.729097075972248376e-06,-1.968482688505246436e-06
9.756787252346299510e-06,-1.983400299138127210e-06
9.784582704286393096e-06,-1.998400810554468165e-06
9.812483562465779130e-06,-2.013484655748187802e-06
9.840489952894770909e-06,-2.028652268115660462e-06
9.868601995588477394e-06,-2.043904081705516518e-06
9.896819806232137751e-06,-2.059240530552508552e-06
9.925143494293742208e-06,-2.074662049239561767e-06
9.953573163801188173e-06,-2.090169072446745879e-06
9.982108913120235627e-06,-2.105762035291280920e-06
1.001075083506552943e-05,-2.121441372959775862e-06
1.003949901645651011e-05,-2.137207520631900781e-06
1.006835353767332464e-05,-2.153060913799575982e-06
1.009731447365602719e-05,-2.169001987746554949e-06
1.012638189268333377e-05,-2.185031178013330244e-06
1.015555585692773377e-05,-2.201148919710183005e-06
1.018483642190037841e-05,-2.217355648134744506e-06
1.021422363667312538e-05,-2.233651798327906945e-06
1.024371754354547193e-05,-2.250037805046067874e-06
1.027331817804455483e-05,-2.266514102851335810e-06
1.030302556903617273e-05,-2.283081125827035596e-06
1.033283973794763000e-05,-2.299739307883019723e-06
1.036276069921182597e-05,-2.316489082505868158e-06
1.039278845993418798e-05,-2.333330882176021248e-06
1.042292301978164915e-05,-2.350265139471063858e-06
1.045316437109367058e-05,-2.367292285962441234e-06
1.048351249843815225e-05,-2.384412752444442507e-06
1.051396737827836603e-05,-2.401626969378289900e-06
1.054452897975011183e-05,-2.418935365955388050e-06
1.057519726332944998e-05,-2.436338370617741056e-06
1.060597218183190193e-05,-2.453836411099585835e-06
1.063685367919120495e-05,-2.471429913858402827e-06
1.066784169145851280e-05,-2.489119304178999403e-06
1.069893614580319507e-05,-2.506905006631476862e-06
1.073013696073488177e-05,-2.524787444078968601e-06
1.076144404554835177e-05,-2.542767038170301586e-06
1.079285730121171127e-05,-2.560844209457957543e-06
1.082437661914514848e-05,-2.579019376655611318e-06
1.085600188133195587e-05,-2.597292957227936849e-06
1.088773296065159712e-05,-2.615665367113051420e-06
1.091956972021357331e-05,-2.634137020146587460e-06
1.095151201357946746e-05,-2.652708328609865163e-06
1.098355968431885543e-05,-2.671379703084175716e-06
1.101571256578726121e-05,-2.690151552027508775e-06
1.104797048168126850e-05,-2.709024281878635865e-06
1.108033324492829763e-05,-2.727998297161193797e-06
1.111280065801967254e-05,-2.747073999775917486e-06
1.114537251323266531e-05,-2.766251789791673854e-06
1.117804859174231780e-05,-2.785532064723816870e-06
1.121082866351041929e-05,-2.804915219596637588e-06
1.124371248806266266e-05,-2.824401646894791895e-06
1.127669981337842131e-05,-2.843991736452278207e-06
1.130979037589074920e-05,-2.863685875230392863e-06
1.134298390070842544e-05,-2.883484447546713625e-06
1.137628010094982045e-05,-2.903387834485293695e-06
1.140967867818698522e-05,-2.923396414389323184e-06
1.144317932155747286e-05,-2.943510562222750870e-06
1.147678170843047241e-05,-2.963730649722939869e-06
1.151048550329658582e-05,-2.984057045407606523e-06
1.154429035876702869e-05,-3.004490114109914511e-06
1.157819591413034033e-05,-3.025030217235213925e-06
1.161220179601851754e-05,-3.045677712455729935e-06
1.164630761796292546e-05,-3.066432953530151551e-06
1.168051298061634213e-05,-3.087296290546492905e-06
1.171481747064273549e-05,-3.108268069158814928e-06
1.174922066171646406e-05,-3.129348631281114734e-06
1.178372211363409860e-05,-3.150538314317108401e-06
1.181832137187033283e-05,-3.171837451299008848e-06
1.185301796835513954e-05,-3.193246371012425922e-06
1.188781142069661456e-05,-3.214765397135943559e-06
1.192270123195893206e-05,-3.236394848990520323e-06
1.195768689032927767e-05,-3.258135040887233380e-06
1.199276786978398235e-05,-3.279986281967683937e-06
1.202794362897829927e-05,-3.301948876557880830e-06
1.206321361146844851e-05,-3.324023123398023305e-06
1.209857724582263927e-05,-3.346209315926995664e-06
1.213403394473289154e-05,-3.368507742150528284e-06
1.216958310512605834e-05,-3.390918684287314022e-06
1.220522410849689265e-05,-3.413442418880030527e-06
1.224095632024191360e-05,-3.436079216267984293e-06
1.227677908921531724e-05,-3.458829340864666424e-06
1.231269174828408808e-05,-3.481693050949585810e-06
1.234869361343982064e-05,-3.504670598099279832e-06
1.238478398413178638e-05,-3.527762227756303659e-06
1.242096214304488910e-05,-3.550968178375746298e-06
1.245722735498944189e-05,-3.574288681869319806e-06
1.249357886834445708e-05,-3.597723962869836534e-06
1.253001591361435629e-05,-3.621274239189176125e-06
1.256653770387305968e-05,-3.644939721124396126e-06
1.260314343387580749e-05,-3.668720611686715483e-06
1.263983228094733846e-05,-3.692617106199058696e-06
1.267660340387166684e-05,-3.716629392386261443e-06
1.271345594300310466e-05,-3.740757649944859153e-06
1.275038902048830636e-05,-3.765002050487575858e-06
1.278740173915604572e-05,-3.789362757439240781e-06
1.282449318351641665e-05,-3.813839925870254888e-06
1.286166241865061011e-05,-3.838433702330057429e-06
1.289890849043295873e-05,-3.863144224562631290e-06
1.293623042530889222e-05,-3.887971621346908435e-06
1.297362722973982585e-05,-3.912916012538403265e-06
1.301109789109133885e-05,-3.937977508534917792e-06
1.304864137607886221e-05,-3.963156210734508633e-06
1.308625663154483476e-05,-3.988452210466897352e-06
1.312394258390359170e-05,-4.013865589708176529e-06
1.316169813925238685e-05,-4.039396420150997979e-06
1.319952218281628120e-05,-4.065044763641723069e-06
1.323741357872609825e-05,-4.090810671597555626e-06
1.327537117068455785e-05,-4.116694185048175303e-06
1.331339378041196397e-05,-4.142695334191648371e-06
1.335148020931153923e-05,-4.168814138637289002e-06
1.338962923636000113e-05,-4.195050606725647668e-06
1.342783961910676283e-05,-4.221404735688105703e-06
1.346611009322984387e-05,-4.247876511417891798e-06
1.350443937264689254e-05,-4.274465908102320633e-06
1.354282614884905200e-05,-4.301172888084014989e-06
1.358126909090096035e-05,-4.327997401985805848e-06
1.361976684555177286e-05,-4.354939388093170827e-06
1.365831803712413972e-05,-4.381998772381989760e-06
1.369692126651500530e-05,-4.409175468358950134e-06
1.373557511230583117e-05,-4.436469376631335670e-06
1.377427812965237308e-05,-4.463880384913965216e-06
1.381302885083979248e-05,-4.491408367918170441e-06
1.385182578417243349e-05,-4.519053186907706632e-06
1.389066741486200129e-05,-4.546814689684874899e-06
1.392955220458347299e-05,-4.574692710285210850e-06
1.396847859091998600e-05,-4.602687068741562193e-06
1.400744498780692737e-05,-4.630797571181233252e-06
1.404644978497682217e-05,-4.659024009159851154e-06
1.408549134784831125e-05,-4.687366160119332825e-06
1.412456801797024042e-05,-4.715823786125006301e-06
1.416367811224450435e-05,-4.744396635072978263e-06
1.420281992314809116e-05,-4.773084439149699598e-06
1.424199171828899324e-05,-4.801886915525854782e-06
1.428119174118336332e-05,-4.830803765690228069e-06
1.432041820959017997e-05,-4.859834675671748094e-06
1.435966931695453752e-05,-4.888979315054164942e-06
1.439894323185253455e-05,-4.918237337878106352e-06
1.443823809721411777e-05,-4.947608381586365844e-06
1.447755203132228274e-05,-4.977092066940635995e-06
1.451688312670285086e-05,-5.006687998146408525e-06
1.455622945079060315e-05,-5.036395762561540757e-06
1.459558904548519109e-05,-5.066214930210533041e-06
1.463495992737318119e-05,-5.096145053881673270e-06
1.467434008717294347e-05,-5.126185668918870064e-06
1.471372749051180762e-05,-5.156336292735930193e-06
1.475312007659379532e-05,-5.186596424996969823e-06
1.479251575975393251e-05,-5.216965546978036272e-06
1.483191242790393716e-05,-5.247443121955686074e-06
1.487130794364244224e-05,-5.278028594471462220e-06
1.491070014325579507e-05,-5.308721390512305405e-06
1.495008683782828030e-05,-5.339520916899931358e-06
1.498946581202087458e-05,-5.370426561707164481e-06
1.502883482495942502e-05,-5.401437693272614915e-06
1.506819160967953763e-05,-5.432553660950079077e-06
1.510753387368168887e-05,-5.463773794067705580e-06
1.514685929782100260e-05,-5.495097402233306561e-06
1.518616553830565152e-05,-5.526523775070679712e-06
1.522545022447641117e-05,-5.558052181747763498e-06
1.526471096024994978e-05,-5.589681871184803974e-06
1.530394532378576145e-05,-5.621412071929454690e-06
1.534315086770821068e-05,-5.653241991337987216e-06
1.538232511832937632e-05,-5.685170816144280437e-06
1.542146557698131915e-05,-5.717197711821442319e-06
1.546056971934994806e-05,-5.749321822554054329e-06
1.549963499525297550e-05,-5.781542271307560377e-06
1.553865882941707355e-05,-5.813858159259277514e-06
1.557763862103378472e-05,-5.846268565701251418e-06
1.561657174431463346e-05,-5.878772548179034274e-06
1.565545554793601468e-05,-5.911369142116984499e-06
1.569428735614941672e-05,-5.944057360596222139e-06
1.573306446800426528e-05,-5.976836194493406751e-06
1.577178415745894569e-05,-6.009704611939503671e-06
1.581044367415795904e-05,-6.042661558625095353e-06
1.584904024354294449e-05,-6.075705957078736397e-06
1.588757106607552316e-05,-6.108836707305331792e-06
1.592603331856956572e-05,-6.142052685689791680e-06
1.596442415363608092e-05,-6.175352746010109861e-06
1.600274070012730476e-05,-6.208735718091218381e-06
1.604098006291465595e-05,-6.242200408859699401e-06
1.607913932399895884e-05,-6.275745601122539874e-06
1.611721554206635432e-05,-6.309370054455309962e-06
1.615520575226625510e-05,-6.343072504397251343e-06
1.619310696743259115e-05,-6.376851662659444031e-06
1.623091617808380960e-05,-6.410706216819495040e-06
1.626863035186776330e-05,-6.444634830543582993e-06
1.630624643478295610e-05,-6.478636143475435816e-06
1.634376135084547599e-05,-6.512708770500807987e-06
1.638117200275512886e-05,-6.546851302788314619e-06
1.641847527200646084e-05,-6.581062306637575077e-06
1.645566801922182520e-05,-6.615340323978813331e-06
1.649274708426240466e-05,-6.649683872345102387e-06
1.652970928678332285e-05,-6.684091444608686317e-06
1.656655142678875592e-05,-6.718561509008735833e-06
1.660327028418784323e-05,-6.753092508957059259e-06
1.663986262012695505e-05,-6.787682863593214044e-06
1.667632517643458101e-05,-6.822330966910206129e-06
1.671265467684257544e-05,-6.857035188198579156e-06
1.674884782676411277e-05,-6.891793872185192349e-06
1.678490131340470981e-05,-6.926605338658520239e-06
1.682081180764960493e-05,-6.961467882635186122e-06
1.685657596262046809e-05,-6.996379774276695329e-06
1.689219041556278000e-05,-7.031339259166990985e-06
1.692765178684663141e-05,-7.066344558007142673e-06
1.696295668218716912e-05,-7.101393866684735379e-06
1.699810169142335070e-05,-7.136485356676325331e-06
1.703308339029430130e-05,-7.171617174478450707e-06
1.706789833988420213e-05,-7.206787442232132079e-06
1.710254308773251353e-05,-7.241994257375927724e-06
1.713701416827806412e-05,-7.277235693062267252e-06
1.717130810308109545e-05,-7.312509797768873554e-06
1.720542140193348501e-05,-7.347814595923263248e-06
1.723935056263670162e-05,-7.383148087500290835e-06
1.727309207177896155e-05,-7.418508248563382423e-06
1.730664240606749615e-05,-7.453893030875957670e-06
1.733999803155139574e-05,-7.489300362525930232e-06
1.737315540550898874e-05,-7.524728147523251920e-06
1.740611097589273015e-05,-7.560174266507679874e-06
1.743886118255044693e-05,-7.595636576498976389e-06
1.747140245866862784e-05,-7.631112911077320149e-06
1.750373122888504440e-05,-7.666601080688617564e-06
1.753584391306350909e-05,-7.702098872713891708e-06
1.756773692407342935e-05,-7.737604051663571347e-06
1.759940667112047663e-05,-7.773114359246879879e-06
1.763084955763716266e-05,-7.808627514829802330e-06
1.766206198439146391e-05,-7.844141215629374386e-06
1.769304034870966547e-05,-7.879653136450004425e-06
1.772378104558658407e-05,-7.915160930557774144e-06
1.775428046857374653e-05,-7.950662229527782898e-06
1.778453501011245663e-05,-7.986154643341292214e-06
1.781454106242197355e-05,-8.021635761329415359e-06
1.784429501860973488e-05,-8.057103151437594590e-06
1.787379327256033434e-05,-8.092554361432968690e-06
1.790303222048983400e-05,-8.127986918515794912e-06
1.793200826150087579e-05,-8.163398330152116245e-06
1.796071779780472610e-05,-8.198786083796205659e-06
1.798915723594252114e-05,-8.234147647834255679e-06
1.801732298811753452e-05,-8.269480471209678107e-06
1.804521147164006578e-05,-8.304781984533327055e-06
1.807281911103686411e-05,-8.340049599653287515e-06
1.810014233794010607e-05,-8.375280710445909271e-06
1.812717759230864090e-05,-8.410472693329285043e-06
1.815392132331616892e-05,-8.445622907110594824e-06
1.818036999001737541e-05,-8.480728693777139782e-06
1.820652006190304206e-05,-8.515787378843286959e-06
1.823236802034333692e-05,-8.550796271322713693e-06
1.825791035869883672e-05,-8.585752665019041885e-06
1.828314358420790597e-05,-8.620653837818070819e-06
1.830806421754260782e-05,-8.655497053172700461e-06
1.833266879458506082e-05,-8.690279559742108972e-06
1.835695386698255049e-05,-8.724998592446464585e-06
1.838091600314673002e-05,-8.759651372508558964e-06
1.840455178869770947e-05,-8.794235107856263056e-06
1.842785782812939033e-05,-8.828746994052338870e-06
1.845083074447639859e-05,-8.863184214447095144e-06
1.847346718164555313e-05,-8.897543940816765584e-06
1.849576380419382104e-05,-8.931823333557797895e-06
1.851771729832751845e-05,-8.966019542658298924e-06
1.853932437367866726e-05,-9.000129707781301391e-06
1.856058176274988369e-05,-9.034150959125186731e-06
1.858148622335686895e-05,-9.068080417867774301e-06
1.860203453818431996e-05,-9.101915196527143870e-06
1.862222351611819704e-05,-9.135652399738791729e-06
1.864204999413310304e-05,-9.169289124699719906e-06
1.866151083629308260e-05,-9.202822461820692190e-06
1.868060293608309053e-05,-9.236249495114812191e-06
1.869932321663103636e-05,-9.269567303057946184e-06
1.871766863181800744e-05,-9.302772959102201256e-06
1.873563616772155882e-05,-9.335863531884092126e-06
1.875322284183855714e-05,-9.368836086473542046e-06
1.877042570597176052e-05,-9.401687684484905105e-06
1.878724184545266240e-05,-9.434415384909633495e-06
1.880366838113989303e-05,-9.467016244796289115e-06
1.881970246986330864e-05,-9.499487319611366054e-06
1.883534130497910297e-05,-9.531825664113591223e-06
1.885058211759105262e-05,-9.564028332909035868e-06
1.886542217754971773e-05,-9.596092381186638320e-06
1.887985879378550891e-05,-9.628014865245559939e-06
1.889388931564095486e-05,-9.659792843189074496e-06
1.890751113331479161e-05,-9.691423375590701994e-06
1.892072167886116318e-05,-9.722903526285242570e-06
1.893351842729984469e-05,-9.754230362826743495e-06
1.894589889683828687e-05,-9.785400957237899711e-06
1.895786064953774996e-05,-9.816412386717821015e-06
1.896940129364477201e-05,-9.847261734391432597e-06
1.898051848214787896e-05,-9.877946089947853281e-06
1.899120991533109759e-05,-9.908462550070606945e-06
1.900147334055191095e-05,-9.938808219533967758e-06
1.901130655346250364e-05,-9.968980211702560545e-06
1.902070739834282875e-05,-9.998975649128105658e-06
1.902967376921083087e-05,-1.002879166459025306e-05
1.903820361059960220e-05,-1.005842540116597128e-05
1.904629491777942718e-05,-1.008787401367283731e-05
1.905394573786800549e-05,-1.011713466897434799e-05
1.906115417016351898e-05,-1.014620454657666482e-05
1.906791836769894388e-05,-1.017508083940577013e-05
1.907423653624285009e-05,-1.020376075475115663e-05
1.908010693651984724e-05,-1.023224151484869449e-05
1.908552788443262926e-05,-1.026052035717206490e-05
1.909049775117299674e-05,-1.028859453580666106e-05
1.909501496388799069e-05,-1.031646132150509931e-05
1.909907800690113788e-05,-1.034411800300560902e-05
1.910268542160142857e-05,-1.037156188712917704e-05
1.910583580777558410e-05,-1.039879029990364856e-05
1.910852782283090079e-05,-1.042580058707720525e-05
1.911076018379365138e-05,-1.045259011470123234e-05
1.911253166664295122e-05,-1.047915626987971915e-05
1.911384110753200360e-05,-1.050549646168519313e-05
1.911468740323218896e-05,-1.053160812135300883e-05
1.911506951068897564e-05,-1.055748870347483770e-05
1.911498644868725449e-05,-1.058313568627622381e-05
1.911443729707418271e-05,-1.060854657246312893e-05
