# tau1,tau2,tau3
1.426517040612999487e+01,4.594037895739375266e+00,3.009024460137779133e-01
1.426750993436343151e+01,4.592509437744830336e+00,3.006971054046848058e-01
1.426983533398431270e+01,4.590978348986217483e+00,3.004959893288308148e-01
1.427214660167452820e+01,4.589444630984044871e+00,3.002990981955170335e-01
1.427444373413759138e+01,4.587908285257227270e+00,3.001064324110780390e-01
1.427672672809866405e+01,4.586369313323159780e+00,2.999179923783781287e-01
1.427899558030542693e+01,4.584827716698794298e+00,2.997337784964543839e-01
1.428125028752841530e+01,4.583283496901400689e+00,2.995537911603411430e-01
1.428349084656095513e+01,4.581736655449505591e+00,2.993780307604845814e-01
1.428571725422063210e+01,4.580187193863291206e+00,2.992064976826651068e-01
1.428792950734885814e+01,4.578635113665842304e+00,2.990391923073839608e-01
1.429012760281210781e+01,4.577080416383375372e+00,2.988761150097716257e-01
1.429231153750215810e+01,4.575523103546773385e+00,2.987172661590554168e-01
1.429448130833608310e+01,4.573963176691527188e+00,2.985626461182926406e-01
1.429663691225768751e+01,4.572400637359223197e+00,2.984122552440186538e-01
1.429877834623772870e+01,4.570835487097827610e+00,2.982660938859479915e-01
1.430090560727343707e+01,4.569267727462705153e+00,2.981241623863824519e-01
1.430301869239102963e+01,4.567697360017405117e+00,2.979864610803186764e-01
1.430511759864432264e+01,4.566124386334130314e+00,2.978529902945508123e-01
1.430720232311667672e+01,4.564548807994996515e+00,2.977237503478074032e-01
1.430927286292017264e+01,4.562970626592468548e+00,2.975987415500989663e-01
1.431132921519776957e+01,4.561389843730077054e+00,2.974779642024181214e-01
1.431337137712243646e+01,4.559806461023403479e+00,2.973614185964282841e-01
1.431539934589886975e+01,4.558220480100563243e+00,2.972491050142159752e-01
1.431741311876286282e+01,4.556631902603501594e+00,2.971410237276307931e-01
1.431941269298302366e+01,4.555040730187986497e+00,2.970371749982391729e-01
1.432139806586054576e+01,4.553446964524963114e+00,2.969375590768533191e-01
1.432336923473035739e+01,4.551850607301109797e+00,2.968421762031094313e-01
1.432532619696105591e+01,4.550251660219586824e+00,2.967510266051495704e-01
1.432726894995634659e+01,4.548650125000723854e+00,2.966641104994463540e-01
1.432919749115450614e+01,4.547046003382835266e+00,2.965814280899963795e-01
1.433111181803044154e+01,4.545439297123123445e+00,2.965029795685464320e-01
1.433301192809460467e+01,4.543830007998162834e+00,2.964287651137089696e-01
1.433489781889519676e+01,4.542218137804749034e+00,2.963587848909372546e-01
1.433676948801766926e+01,4.540603688360661749e+00,2.962930390520219781e-01
1.433862693308554626e+01,4.538986661505425957e+00,2.962315277347328246e-01
1.434047015176147433e+01,4.537367059101083733e+00,2.961742510625804958e-01
1.434229914174761689e+01,4.535744883032750252e+00,2.961212091441950411e-01
1.434411390078565773e+01,4.534120135209527724e+00,2.960724020732926620e-01
1.434591442665895400e+01,4.532492817565206167e+00,2.960278299280837966e-01
1.434770071719086815e+01,4.530862932058949077e+00,2.959874927709140180e-01
1.434947277024797962e+01,4.529230480676059045e+00,2.959513906480701340e-01
1.435123058373863714e+01,4.527595465428756683e+00,2.959195235892043696e-01
1.435297415561455026e+01,4.525957888356854752e+00,2.958918916071836547e-01
1.435470348387110739e+01,4.524317751528532661e+00,2.958684946975412844e-01
1.435641856654852866e+01,4.522675057040838276e+00,2.958493328381543441e-01
1.435811940173201862e+01,4.521029807020850555e+00,2.958344059890591904e-01
1.435980598755229032e+01,4.519382003625933564e+00,2.958237140917575614e-01
1.436147832218643217e+01,4.517731649044912423e+00,2.958172570691621206e-01
1.436313640385907142e+01,4.516078745498356639e+00,2.958150348251057937e-01
1.436478023084186972e+01,4.514423295239558875e+00,2.958170472439078935e-01
1.436640980145506852e+01,4.512765300555217074e+00,2.958232941901012270e-01
1.436802511406810368e+01,4.511104763766135228e+00,2.958337755080962528e-01
1.436962616709955576e+01,4.509441687227886852e+00,2.958484910216970798e-01
1.437121295901843432e+01,4.507776073331769773e+00,2.958674405338767577e-01
1.437278548834497194e+01,4.506107924504896722e+00,2.958906238262275501e-01
1.437434375365077166e+01,4.504437243211805608e+00,2.959180406589042578e-01
1.440299436265148003e+01,4.526709446566243855e+00,3.177760047111929387e-01
1.440480083965370817e+01,4.520644969232856525e+00,3.092215629579114222e-01
1.441562511314102579e+01,4.527265980013958746e+00,3.169780268433396442e-01
1.441536680567972084e+01,4.522962424370666312e+00,3.135576929820158565e-01
1.441997151232760288e+01,4.524793684173305408e+00,3.176287528308623931e-01
1.441988995404283003e+01,4.521854697456284100e+00,3.166394701975314141e-01
1.442228438033800408e+01,4.521813442165748320e+00,3.190481328557647767e-01
1.442271683526344006e+01,4.519699554727950819e+00,3.191689504670843780e-01
1.442440710120272129e+01,4.518958451247511832e+00,3.208295891789212373e-01
1.442529939254003324e+01,4.517328814959667760e+00,3.214576485538206407e-01
1.442683970311942687e+01,4.516356904132337924e+00,3.227831250411339337e-01
1.442807662674006330e+01,4.515014753769034606e+00,3.236436043046295175e-01
1.442965725968834256e+01,4.513994673534734048e+00,3.248199917946076876e-01
1.443114037786880921e+01,4.512829097496309672e+00,3.257876262758775399e-01
1.443281339559476706e+01,4.511826706810331267e+00,3.268985259069978611e-01
1.443447035742212137e+01,4.510774248379587625e+00,3.279161381187165603e-01
1.443623709262232602e+01,4.509808358653485172e+00,3.289989141087338309e-01
1.443801618381793972e+01,4.508831163237450035e+00,3.300403000679706933e-01
1.443986121960795188e+01,4.507902369529079856e+00,3.311114995936685901e-01
1.444172503150515396e+01,4.506976513152118891e+00,3.321645486955953075e-01
1.444362920858495869e+01,4.506079073733737950e+00,3.332313793050239448e-01
1.444555003897352208e+01,4.505188480418907737e+00,3.342904053887189586e-01
1.444749517944123873e+01,4.504315113582075369e+00,3.353559084061384366e-01
1.444945204101232683e+01,4.503448378714769440e+00,3.364181671202355339e-01
1.445142241076368528e+01,4.502592095599553979e+00,3.374835435805227379e-01
1.445339911733455551e+01,4.501740784060599410e+00,3.385476498342001039e-01
1.445538163651792551e+01,4.500895492659503283e+00,3.396133020337046560e-01
1.445736554876142499e+01,4.500053183093102760e+00,3.406785091366961726e-01
1.445934955743688022e+01,4.499213797695818862e+00,3.417445039924566497e-01
1.446133072627645788e+01,4.498375510543228373e+00,3.428103735209764302e-01
1.446330762619311727e+01,4.497537876405340640e+00,3.438766464031353665e-01
1.446527818198819304e+01,4.496699706698572108e+00,3.449428954218436427e-01
1.446724107716743646e+01,4.495860468583058989e+00,3.460093380221967441e-01
1.446919477792992126e+01,4.495019334276886269e+00,3.470757670530524308e-01
1.447113815604646092e+01,4.494175800171680280e+00,3.481422638224589972e-01
1.447307004407214492e+01,4.493329260367503686e+00,3.492087218127191139e-01
1.447498950838991938e+01,4.492479278911270413e+00,3.502751638796909317e-01
1.447689564441075483e+01,4.491625397537228004e+00,3.513415303280782997e-01
1.447878769386462849e+01,4.490767254115397122e+00,3.524078197867044349e-01
1.448066494875339316e+01,4.489904495135595752e+00,3.534739949969138428e-01
1.448252679983660940e+01,4.489036826281251891e+00,3.545400452601372154e-01
1.448437269018616291e+01,4.488163971889715498e+00,3.556059445800926477e-01
1.448620213367271958e+01,4.487285695787229578e+00,3.566716792789684232e-01
1.448801469141803544e+01,4.486401781945347444e+00,3.577372293997243546e-01
1.448980997751120547e+01,4.485512042443865255e+00,3.588025808795582416e-01
1.449158764625589413e+01,4.484616307801617907e+00,3.598677172770129995e-01
1.449334739269422201e+01,4.483714429492328790e+00,3.609326251125773433e-01
1.449508894512548451e+01,4.482806274780147149e+00,3.619972901771038032e-01
1.449681206371998776e+01,4.481891727028665784e+00,3.630616998562881115e-01
1.449851653574903843e+01,4.480970682707504871e+00,3.641258414727889248e-01
1.450020217367604403e+01,4.480043050885990752e+00,3.651897032839557800e-01
1.450186881187850396e+01,4.479108751343037653e+00,3.662532737278827999e-01
1.450351630476671261e+01,4.478167713830031538e+00,3.673165418410819227e-01
1.450514452440501501e+01,4.477219876780074159e+00,3.683794969076651937e-01
1.450675335884654338e+01,4.476265186573756161e+00,3.694421286256564518e-01
1.450834271033820322e+01,4.475303596603869671e+00,3.705044269374255239e-01
1.450991249391942262e+01,4.474335066623999602e+00,3.715663820888701618e-01
1.451146263603404307e+01,4.473359562043333071e+00,3.726279845424170234e-01
1.451299307337716549e+01,4.472377053377552869e+00,3.736892249920409914e-01
1.451450375180673547e+01,4.471387515703685978e+00,3.747500943149051911e-01
1.451599462540756136e+01,4.470390928208066050e+00,3.758105835690278562e-01
1.451746565562833524e+01,4.469387273758693269e+00,3.768706839641270401e-01
1.451891681052719640e+01,4.468376538537866871e+00,3.779303868532215560e-01
1.452034806408627787e+01,4.467358711703652396e+00,3.789896837135879326e-01
1.452175939560207851e+01,4.466333785093699049e+00,3.800485661370592849e-01
1.452315078914091018e+01,4.465301752955353365e+00,3.811070258167547631e-01
1.452452223305002832e+01,4.464262611707370709e+00,3.821650545378795782e-01
1.452587371951993056e+01,4.463216359725111992e+00,3.832226441680782192e-01
1.452720524419315673e+01,4.462162997149030197e+00,3.842797866493675718e-01
1.452851680581512461e+01,4.461102525712417943e+00,3.853364739908224368e-01
1.452980840591865608e+01,4.460034948588325499e+00,3.863926982618511863e-01
1.380865852098950519e+01,4.146768099695198551e+00,4.502955967421893857e-01
1.414554260366871574e+01,4.274257028614526277e+00,3.806574239672463889e-01
1.441462081285849628e+01,4.409031557197761408e+00,4.117879734231777999e-01
1.449240841032239757e+01,4.437759403149753368e+00,3.986314080405669591e-01
1.455067118783277103e+01,4.465185186933924300e+00,4.058953099867579906e-01
1.456725526900959089e+01,4.469808868917994893e+00,4.041919664123625466e-01
1.457866780612448387e+01,4.473596661853168399e+00,4.066421491148841660e-01
1.458104140647425595e+01,4.472500495455260072e+00,4.072699719300878485e-01
1.458216981829436776e+01,4.471148864310694471e+00,4.087449748391345783e-01
1.458140228427834373e+01,4.468785437936904081e+00,4.098476060538924770e-01
1.458040602678994269e+01,4.466388077695769177e+00,4.111228675814300737e-01
1.457907420083052408e+01,4.463815024237298701e+00,4.123209982343553071e-01
1.457776066881737442e+01,4.461271586202379069e+00,4.135536465478467649e-01
1.457644514918161782e+01,4.458729347505332008e+00,4.147694886123509117e-01
1.457519907089053390e+01,4.456229527087813835e+00,4.159914784855259229e-01
1.457401484342112319e+01,4.453764456429158081e+00,4.172090372339535280e-01
1.457290333470411881e+01,4.451340564159590230e+00,4.184269031790781579e-01
1.457185886547088494e+01,4.448954119483402359e+00,4.196428908933302337e-01
1.457087967275310625e+01,4.446604353819848754e+00,4.208579835083361975e-01
1.456996070474586347e+01,4.444288477589399378e+00,4.220717290153559453e-01
1.456909792173352436e+01,4.442004418513655573e+00,4.232843323224762533e-01
1.456828679892117684e+01,4.439749789659961365e+00,4.244956991712652283e-01
1.456752322358393492e+01,4.437522457795468611e+00,4.257058712836940262e-01
1.509040021591540182e+01,4.701043380699701402e+00,4.875417982013933726e-01
1.475626201701025053e+01,4.512825966843861281e+00,3.986491357422600190e-01
1.468928193820525152e+01,4.491038582504128129e+00,4.338820508541575971e-01
1.460226336843440187e+01,4.443771299722056867e+00,4.202817115790345448e-01
1.457331541278347586e+01,4.430297510602041022e+00,4.266843204575883619e-01
1.454975501356864598e+01,4.416836163031583773e+00,4.253533168418606181e-01
1.454043255450670813e+01,4.411106032062665605e+00,4.272679331993459173e-01
1.453473613953156729e+01,4.406686982614320236e+00,4.279700779103304265e-01
1.453286424102093122e+01,4.404231996363920487e+00,4.292048792609959862e-01
1.453240787914526599e+01,4.402380417660668677e+00,4.302524268284709241e-01
1.453299839278077421e+01,4.401046514633621953e+00,4.313881724572846688e-01
1.453402071938064388e+01,4.399904602175094936e+00,4.324948004130557688e-01
1.453528741582427308e+01,4.398880242732671420e+00,4.336151918955284956e-01
1.453662838209718977e+01,4.397887688788395977e+00,4.347299239954772743e-01
1.453797490890431554e+01,4.396896889720398605e+00,4.358455123882626348e-01
1.453927965646812837e+01,4.395884812324039714e+00,4.369586785028455878e-01
1.454052212182105919e+01,4.394842332753643888e+00,4.380703919215455100e-01
1.454169114381548056e+01,4.393764248692256125e+00,4.391801093765027031e-01
1.454278313469347772e+01,4.392649122717770638e+00,4.402879964744205177e-01
1.454379775272622410e+01,4.391496964611677711e+00,4.413939916739506586e-01
1.454473675706920588e+01,4.390308797200971114e+00,4.424981536887165334e-01
1.454560282554152373e+01,4.389086054666589298e+00,4.436005072097934931e-01
1.454639909915316487e+01,4.387830384494255220e+00,4.447010960138040314e-01
1.454712884364109904e+01,4.386543481139730360e+00,4.457999569659475414e-01
1.454779529805717964e+01,4.385227017669051541e+00,4.468971278664383706e-01
1.454840158201140277e+01,4.383882601404341273e+00,4.479926430127573744e-01
1.454895065540091359e+01,4.382511755890759808e+00,4.490865343840453328e-01
1.454944530000620695e+01,4.381115912592387751e+00,4.501788309728170789e-01
1.454988811624049738e+01,4.379696409973219851e+00,4.512695590742593077e-01
1.455028152689158283e+01,4.378254495755807163e+00,4.523587423072989444e-01
1.455062778492885833e+01,4.376791331112319661e+00,4.534464017992021478e-01
1.455092898303263027e+01,4.375307995622429225e+00,4.545325563290246729e-01
1.455118706380910254e+01,4.373805492531888106e+00,4.556172224929103121e-01
1.455140383001107907e+01,4.372284753980798300e+00,4.567004148566924382e-01
1.455158095444619626e+01,4.370746646057599882e+00,4.577821461042895779e-01
1.455171998939791145e+01,4.369191973594998224e+00,4.588624271764356055e-01
1.455182237548100765e+01,4.367621484675761501e+00,4.599412674005016743e-01
1.455188944991700062e+01,4.366035874840893172e+00,4.610186746116031187e-01
1.455192245423687147e+01,4.364435791002732046e+00,4.620946552649540795e-01
1.455192254142388997e+01,4.362821835078653621e+00,4.631692145401101190e-01
1.455189078254263713e+01,4.361194567356762697e+00,4.642423564376744749e-01
1.455182817286787689e+01,4.359554509615206186e+00,4.653140838688931691e-01
1.455173563755941757e+01,4.357902148007497090e+00,4.663843987383461398e-01
1.455161403691862176e+01,4.356237935732719890e+00,4.674533020212373602e-01
1.455146417123889613e+01,4.354562295505900238e+00,4.685207938340540390e-01
1.455128678530212127e+01,4.352875621842681397e+00,4.695868735009134376e-01
1.455108257252850201e+01,4.351178283173924299e+00,4.706515396143546859e-01
1.455085217881970472e+01,4.349470623799808422e+00,4.717147900919934078e-01
1.455059620611055848e+01,4.347752965699021921e+00,4.727766222290128995e-01
1.455031521565323338e+01,4.346025610201066591e+00,4.738370327467689158e-01
1.455000973105629924e+01,4.344288839533445135e+00,4.748960178375801200e-01
1.454968024109424540e+01,4.342542918253030848e+00,4.759535732068498337e-01
1.454932720230320520e+01,4.340788094570707578e+00,4.770096941115318789e-01
1.454895104138692652e+01,4.339024601575627749e+00,4.780643753959945008e-01
1.454855215743788932e+01,4.337252658368142555e+00,4.791176115255511569e-01
1.454813092399367846e+01,4.335472471109363291e+00,4.801693966170987316e-01
1.454768769093734626e+01,4.333684233989920642e+00,4.812197244679317087e-01
1.454722278625696497e+01,4.331888130128195513e+00,4.822685885821883511e-01
1.454673651767551590e+01,4.330084332399540159e+00,4.833159821957288549e-01
1.454622917414995520e+01,4.328273004206129926e+00,4.843618982987376032e-01
1.454570102726769676e+01,4.326454300187389634e+00,4.854063296574510633e-01
1.454515233253595952e+01,4.324628366876512864e+00,4.864492688333865722e-01
1.454458333056932773e+01,4.322795343311049088e+00,4.874907082020146776e-01
1.454399424819552600e+01,4.320955361595776978e+00,4.885306399697513791e-01
1.454338529947408709e+01,4.319108547423427424e+00,4.895690561897526050e-01
1.454275668664253729e+01,4.317255020557086986e+00,4.906059487765696558e-01
1.454210860098551272e+01,4.315394895277864684e+00,4.916413095200629080e-01
1.454144122364651537e+01,4.313528280797234160e+00,4.926751300977386672e-01
1.454075472637611099e+01,4.311655281639144910e+00,4.937074020869894886e-01
1.454004927221926913e+01,4.309775997994638175e+00,4.947381169758334751e-01
