# tau1,tau2,tau3
1.118752325437712969e+01,4.451742056398747316e+00,8.858572886062404672e-01
1.119135482347825494e+01,4.452361013135363699e+00,8.858929329840374844e-01
1.119459282326555183e+01,4.452619879202196707e+00,8.857849844474650070e-01
1.119733692289920057e+01,4.452572709041706212e+00,8.855600812856151416e-01
1.119967382832580682e+01,4.452269169099750457e+00,8.852428870435180563e-01
1.120167962641860626e+01,4.451754996331369618e+00,8.848560376113367987e-01
1.120342148431480567e+01,4.451072281655608087e+00,8.844201002981466608e-01
1.120495888333179302e+01,4.450259638904710435e+00,8.839535511769860410e-01
1.120634452175544737e+01,4.449352303913737039e+00,8.834727741327983441e-01
1.120762498636289983e+01,4.448382196193390037e+00,8.829920829512957203e-01
1.120884126629518995e+01,4.447377966280558148e+00,8.825237662747852374e-01
1.121002916293505614e+01,4.446365044718819881e+00,8.820781541817487303e-01
1.121121963430900159e+01,4.445365703182782902e+00,8.816637044129538303e-01
1.121243910109802755e+01,4.444399134137061225e+00,8.812871057861633162e-01
1.121370973274598271e+01,4.443481552316428385e+00,8.809533960525679497e-01
1.121504972573225523e+01,4.442626318998712520e+00,8.806660913046040484e-01
1.121647358131871464e+01,4.441844088341656338e+00,8.804273240122436617e-01
1.191425584015161832e+01,4.699640353576125307e+00,9.446803195463467917e-01
1.173286550694697894e+01,4.631045756873756858e+00,9.269364988368588021e-01
1.159485755529438578e+01,4.576788106458756111e+00,9.124000398484494179e-01
1.148769046774084046e+01,4.533901791925692315e+00,9.005215020218453326e-01
1.140445257387707834e+01,4.500036440588473852e+00,8.908642208631195603e-01
1.133986233046949010e+01,4.473378202413125670e+00,8.830790929171926651e-01
1.059971940757122510e+01,4.193391532208413430e+00,8.123005791640115492e-01
1.073711898085654859e+01,4.245473642656059532e+00,8.251039311989074587e-01
1.084768888513380958e+01,4.286994019357708297e+00,8.359066312347119831e-01
1.163010082043132343e+01,4.579273323169722687e+00,9.096152495153814188e-01
1.082625771060795294e+01,4.278960975292048552e+00,8.352153998585957195e-01
1.091715086983804284e+01,4.315511170700188970e+00,8.451101065744238694e-01
1.100321272643054371e+01,4.345464427473599400e+00,8.536657947006968117e-01
1.104878581225163714e+01,4.368493175296482178e+00,8.604962762115889729e-01
1.109728862158947926e+01,4.388252318528823359e+00,8.665905072904162010e-01
1.113629597354894862e+01,4.404460961191976942e+00,8.717495457584729657e-01
1.116784614401151643e+01,4.417798389439036022e+00,8.760952917921462912e-01
1.119351680996790854e+01,4.428787131183434589e+00,8.797274042705249819e-01
1.121451592048377854e+01,4.437831912158453740e+00,8.827292571037146374e-01
1.123177246072464364e+01,4.445249412542533030e+00,8.851724197046555442e-01
1.124600513690659298e+01,4.451290636158867109e+00,8.871198388391244860e-01
1.125777421748104778e+01,4.456157647949245515e+00,8.886280549445605415e-01
1.126752057138589258e+01,4.460016028199049742e+00,8.897487083430845045e-01
1.127559498658577475e+01,4.463004078557921694e+00,8.905295302423842374e-01
1.128228012163636329e+01,4.465239574075855700e+00,8.910149665274675890e-01
1.128780688535096211e+01,4.466824670175660650e+00,8.912465460064241674e-01
1.129236661358178395e+01,4.467849430765411967e+00,8.912630766436909768e-01
1.129612008637060683e+01,4.468394333716087630e+00,8.911007315989206701e-01
1.129920417953389666e+01,4.468532025173017175e+00,8.907930701943200802e-01
1.130173675406971334e+01,4.468328528876951644e+00,8.903710261666630821e-01
1.130382024087165149e+01,4.467844066409589310e+00,8.898628858608058634e-01
1.130554426662106060e+01,4.467133605632978899e+00,8.892942717085079440e-01
1.130698758140421845e+01,4.466247224919491110e+00,8.886881408699512930e-01
1.130821948343348282e+01,4.465230358022200363e+00,8.880648048691687224e-01
1.130930088655067678e+01,4.464123967029996365e+00,8.874419730933155170e-01
1.131028513835035731e+01,4.462964677558534987e+00,8.868348208872144367e-01
1.131121866801469089e+01,4.461784900198955128e+00,8.862560814564215406e-01
1.131214152117430771e+01,4.460612954547798381e+00,8.857161597388287788e-01
1.131308782266410340e+01,4.459473206310460291e+00,8.852232656993083149e-01
1.131408619567679708e+01,4.458386223576336072e+00,8.847835640567875970e-01
1.131516015656537277e+01,4.457368955074978878e+00,8.844013372031774844e-01
1.131632849767153104e+01,4.456434930790287297e+00,8.840791579721547500e-01
1.131760566549472991e+01,4.455594483541957196e+00,8.838180689277083113e-01
1.201716300494554979e+01,4.714906528051624690e+00,9.483472841192892577e-01
1.114252169269236248e+01,4.385424641206426166e+00,8.657168084979810496e-01
1.187865192290426819e+01,4.659608525040661142e+00,9.335884302936849899e-01
1.172802917786682819e+01,4.602181788700755227e+00,9.185044644387573287e-01
1.092157787436106453e+01,4.296296293022728641e+00,8.413721993809991639e-01
1.100958473882499256e+01,4.329184981978750457e+00,8.491080728733572114e-01
1.177936004270854120e+01,4.615538357372969358e+00,9.204246859130846836e-01
1.096016649361936857e+01,4.307264807376834703e+00,8.433713325911568193e-01
1.104123256718740720e+01,4.338635144466577387e+00,8.512942612889290439e-01
1.110818719711811120e+01,4.363733852915885336e+00,8.580147371732482764e-01
1.185890663809046153e+01,4.644458600531852888e+00,9.285719251339786817e-01
1.102558444205674881e+01,4.331627127569615432e+00,8.508734908359391058e-01
1.109568563845997247e+01,4.359701926565911378e+00,8.582812448269021566e-01
1.116493932426235247e+01,4.382147589192533665e+00,8.645672517928739698e-01
1.119792392465874720e+01,4.400226332414611363e+00,8.697535381652143904e-01
1.123603435461951250e+01,4.415298880291639527e+00,8.742948249847827258e-01
1.126672179280313912e+01,4.427630019754091428e+00,8.781352486767167731e-01
1.129159012399902906e+01,4.437756274856498706e+00,8.813702128560176874e-01
1.131188733641429423e+01,4.446089688567353093e+00,8.840770629290770621e-01
1.132856743888749662e+01,4.452948353626634770e+00,8.863197753667098056e-01
1.134236253264282013e+01,4.458580073553563672e+00,8.881526183819691278e-01
1.135383740122161278e+01,4.463180175562063923e+00,8.896227756452304014e-01
1.136343074486044280e+01,4.466904863389294711e+00,8.907721951424312223e-01
1.137148626143763686e+01,4.469881175814060192e+00,8.916388645258683798e-01
1.137827601603804339e+01,4.472214368204363133e+00,8.922576668071320327e-01
1.138401796182872516e+01,4.473993343954512980e+00,8.926609335643297394e-01
1.138888903307568157e+01,4.475294616422249128e+00,8.928787844785679439e-01
1.139303489386850998e+01,4.476185169547044040e+00,8.929393200858831703e-01
1.139657716850698677e+01,4.476724498820172649e+00,8.928687176891794142e-01
1.139961878260862704e+01,4.476966047664705073e+00,8.926912673115040553e-01
1.140224789343162293e+01,4.476958202974077317e+00,8.924293745292751767e-01
1.140454077273606082e+01,4.476744974031978686e+00,8.921035493335846001e-01
1.140656391739764075e+01,4.476366448593689817e+00,8.917323943072406056e-01
1.140837559559495595e+01,4.475859096474287924e+00,8.913326009660329508e-01
1.141002698486308908e+01,4.475255972962068007e+00,8.909189597740158062e-01
1.141156301894157288e+01,4.474586860523743326e+00,8.905043868540346574e-01
1.141302303030466980e+01,4.473878376640503696e+00,8.900999685806754158e-01
1.141444125237508977e+01,4.473154067475884510e+00,8.897150239112976422e-01
1.141584722802394580e+01,4.472434500863785800e+00,8.893571833649464020e-01
1.141726615777039022e+01,4.471737367379735595e+00,8.890324829081592828e-01
1.141871921113352073e+01,4.471077594687384860e+00,8.887454705825157397e-01
1.142022381710555656e+01,4.470467477676034029e+00,8.884993234585837341e-01
1.142179394412974958e+01,4.469916824926205123e+00,8.882959723848982136e-01
1.142344037583704086e+01,4.469433120606513654e+00,8.881362319882709633e-01
1.142517098578262669e+01,4.469021699898551248e+00,8.880199334495951780e-01
1.142699101226683567e+01,4.468685935376905505e+00,8.879460577090934059e-01
1.142890333282359272e+01,4.468427431366951197e+00,8.879128669318211431e-01
1.213112872180064272e+01,4.730039953504259209e+00,9.529936558356918441e-01
1.194915649383174383e+01,4.661065350702308763e+00,9.352456626218035307e-01
1.111617252834469838e+01,4.344452915610769850e+00,8.555846630693657584e-01
1.118574792746107960e+01,4.370535437945523682e+00,8.615273025788681149e-01
1.124335598312338469e+01,4.391175255234013086e+00,8.665169309219700189e-01
1.128867459744899726e+01,4.407641617343393214e+00,8.707378470178187557e-01
1.202467384771219550e+01,4.682934323544039934e+00,9.394742274978491459e-01
1.117487545967553686e+01,4.362391592202699009e+00,8.595833803425397823e-01
1.123441000367910547e+01,4.385848752048872257e+00,8.654704938104795797e-01
1.128465601726710332e+01,4.404649575848464060e+00,8.704619111305960111e-01
1.132454714501520243e+01,4.419838107577924724e+00,8.747057188745896994e-01
1.135646483763555281e+01,4.432202797147903439e+00,8.783290764147343443e-01
1.138222469623399036e+01,4.442342024729891037e+00,8.814290649546463463e-01
1.140320518591520305e+01,4.450710196389210616e+00,8.840806181451996704e-01
1.142045387445637239e+01,4.457653243015760935e+00,8.863425734848824344e-01
1.143476816620127501e+01,4.463435600852025509e+00,8.882621553607914500e-01
1.144675658740652580e+01,4.468260673951294670e+00,8.898782661525689308e-01
1.145688525489108223e+01,4.472286309936092330e+00,8.912238742124621860e-01
1.146551305775485474e+01,4.475636462259837245e+00,8.923277205245057075e-01
1.147291824352976519e+01,4.478409938837705440e+00,8.932155145555028541e-01
1.147931846197437622e+01,4.480686927948569043e+00,8.939107503771279717e-01
1.148488583365103644e+01,4.482533832278500441e+00,8.944352437096660946e-01
1.148975823990209655e+01,4.484006819208891770e+00,8.948094669896730080e-01
1.149404774815568864e+01,4.485154401113784495e+00,8.950527413021120982e-01
1.149784687062524391e+01,4.486019286823259122e+00,8.951833298367646297e-01
1.150123318947655626e+01,4.486639689445018675e+00,8.952184665118610996e-01
1.150427275531559168e+01,4.487050232542564743e+00,8.951743448518134638e-01
1.150702256921198163e+01,4.487282563293566895e+00,8.950660855692230689e-01
1.150953238442713200e+01,4.487365755441025783e+00,8.949076961646190709e-01
1.151184600725150098e+01,4.487326564874948964e+00,8.947120318941477191e-01
1.151400223281904189e+01,4.487189585218429144e+00,8.944907644110547951e-01
1.151603551837704664e+01,4.486977338821083627e+00,8.942543620619181066e-01
1.151797647088251253e+01,4.486710329299125277e+00,8.940120840568871463e-01
1.151985220617351047e+01,4.486407074600732514e+00,8.937719894123835607e-01
1.152168662194266702e+01,4.486084134049757921e+00,8.935409605887618678e-01
1.152350061526215796e+01,4.485756138569570339e+00,8.933247410393946319e-01
1.152531226666094710e+01,4.485435830031853754e+00,8.931279853927515111e-01
1.152713700611472980e+01,4.485134113196754591e+00,8.929543206596777249e-01
1.223110302520376358e+01,4.748129609402242046e+00,9.581298005234172299e-01
1.135187199962131110e+01,4.415028340214921521e+00,8.747724095258818666e-01
1.209240921633184485e+01,4.692884889831021589e+00,9.432384593789656657e-01
1.124461137850492065e+01,4.371325657846994339e+00,8.625780165908971675e-01
1.130748010487182853e+01,4.395061552514725634e+00,8.679793958051977842e-01
1.206189695453801036e+01,4.677315602774796410e+00,9.378869866677591594e-01
1.122219153095843147e+01,4.359208821161499436e+00,8.584221240424690924e-01
1.129138873289549139e+01,4.385953508957484814e+00,8.648992788128283538e-01
1.134898559235855764e+01,4.407299348401008565e+00,8.703774748695660701e-01
1.209642211147239266e+01,4.688092478646797012e+00,9.404277672566926372e-01
1.194816363813122706e+01,4.632661459996872289e+00,9.265189323015382561e-01
1.114007478072688251e+01,4.325280599856621500e+00,8.498222368553242090e-01
1.123099819284658452e+01,4.360801708185334746e+00,8.586110280921339655e-01
1.131262381960647012e+01,4.387755728775731612e+00,8.656999784377998886e-01
1.136239252398271482e+01,4.412066305009137324e+00,8.722452980817032575e-01
1.142222914673484624e+01,4.431519709115878669e+00,8.778169366879732261e-01
1.144407695119636337e+01,4.445194633986492505e+00,8.818934722565465734e-01
1.147544934013151874e+01,4.457778696799961970e+00,8.857510059134913183e-01
1.150084240630313204e+01,4.468093303873580169e+00,8.889979033265361652e-01
1.152151977822214768e+01,4.476567189849565587e+00,8.917131708304819604e-01
1.153847245734090698e+01,4.483531455217610429e+00,8.939621132935992032e-01
1.155245984753341126e+01,4.489243389622123104e+00,8.957998098620189031e-01
1.156406675781524385e+01,4.493905212833780638e+00,8.972739062683330324e-01
1.157374652017757555e+01,4.497678124330454885e+00,8.984265874098392723e-01
1.158185349005385589e+01,4.500692780793071890e+00,8.992959413443473160e-01
1.158866748201537433e+01,4.503057062017369994e+00,8.999168769951900737e-01
1.159441208783214705e+01,4.504861784967643779e+00,9.003217192818516734e-01
1.159926836220481050e+01,4.506184871639529632e+00,9.005405755774147369e-01
1.160338500902166992e+01,4.507094358037039505e+00,9.006015443378102558e-01
1.160688593180710448e+01,4.507650540538209682e+00,9.005308189274152664e-01
1.160987580629640981e+01,4.507907485858982710e+00,9.003527259126639093e-01
1.161244417574732601e+01,4.507914076869244724e+00,9.000897265072018705e-01
1.161466844924551545e+01,4.507714724956145780e+00,8.997624017282849218e-01
1.161661609117255445e+01,4.507349847621501482e+00,8.993894356179347183e-01
1.161834621954839797e+01,4.506856185355510469e+00,8.989876061663147899e-01
1.161991077707049236e+01,4.506267012867438027e+00,8.985717900150249626e-01
1.162135539748355129e+01,4.505612285178023591e+00,8.981549843526456245e-01
1.162272005846303813e+01,4.504918747890936714e+00,8.977483474406884323e-01
1.162403958821949068e+01,4.504210032390541407e+00,8.973612577664622503e-01
1.162534407478747056e+01,4.503506750167193040e+00,8.970013907878343629e-01
1.162665921312231454e+01,4.502826595492511075e+00,8.966748115193080571e-01
1.162800661466387808e+01,4.502184461902748680e+00,8.963860807367183270e-01
1.162940409615648818e+01,4.501592575128897877e+00,8.961383722940378105e-01
1.163086595863319062e+01,4.501060643028241159e+00,8.959335989077902296e-01
1.163240326312029538e+01,4.500596021564160054e+00,8.957725437399620683e-01
1.163402410643710816e+01,4.500203894824791995e+00,8.956549951736845205e-01
1.163573389818746406e+01,4.499887466370824818e+00,8.955798823074418991e-01
1.163753563845065386e+01,4.499648158783078777e+00,8.955454088770193888e-01
1.163943019462272943e+01,4.499485818082294308e+00,8.955491835365556597e-01
1.234572167780407348e+01,4.764464080290068182e+00,9.612360080496870074e-01
1.146393300275663307e+01,4.429348933476745742e+00,8.776629180845385569e-01
1.150263472027119072e+01,4.444169522118757598e+00,8.809809699925745807e-01
1.153637183819004086e+01,4.455925547815703602e+00,8.837879053830817178e-01
1.156309248939642131e+01,4.465308952869633252e+00,8.861713497347856183e-01
1.228877065440773997e+01,4.738129529234567983e+00,9.539097040515029935e-01
1.142218475640241948e+01,4.408964979397822503e+00,8.719858680424308339e-01
1.147284362366168864e+01,4.428808031838790349e+00,8.767530504339101638e-01
1.222038415188308313e+01,4.710058860790123703e+00,9.465069919555650912e-01
1.137080669609418848e+01,4.387358979646310608e+00,8.662210415678365250e-01
1.213906024975371700e+01,4.677957228288182279e+00,9.380980485426156923e-01
1.200743634923943937e+01,4.628232258803113730e+00,9.253230911289493932e-01
1.120991117953313854e+01,4.323539189429984830e+00,8.492398778149389260e-01
1.131132837521757395e+01,4.363005940107033354e+00,8.588693079294478228e-01
1.139967385390730215e+01,4.392681716309144946e+00,8.665592085194775418e-01
1.145748829032626048e+01,4.420013660582318593e+00,8.738340004695247520e-01
1.152148214940450011e+01,4.441328414867919960e+00,8.798749687245266404e-01
1.154796040277415692e+01,4.456751103047297491e+00,8.844234049590624647e-01
1.159753873806817737e+01,4.472869698558249674e+00,8.892425882690674355e-01
1.160571469759553587e+01,4.481061274090377466e+00,8.919610558393293864e-01
1.162930187263166815e+01,4.490685933063288893e+00,8.950150616833375539e-01
1.164856218768573015e+01,4.498584874950544155e+00,8.975503024404403174e-01
1.166436448329450748e+01,4.505059289313827264e+00,8.996288900380966513e-01
1.167740271171883393e+01,4.510345333013286329e+00,9.013043175611116231e-01
1.168821275367449175e+01,4.514629895508094570e+00,9.026234759244033956e-01
1.169721153358337951e+01,4.518063243401313933e+00,9.036283620224496715e-01
1.170472650429273997e+01,4.520768405547078927e+00,9.043572410402129780e-01
1.171101776168757169e+01,4.522848088314845860e+00,9.048454111297026259e-01
1.171629457670003660e+01,4.524389728639405028e+00,9.051256840367504219e-01
1.172072770790997254e+01,4.525469150003556429e+00,9.052286675479938038e-01
